"name[Blue Spice], eatType[coffee shop], area[city centre]"	The Blue Spice is a coffee shop in the city centre that is not family-friendly.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Vaults is a cheap Japanese pub located in the riverside area near Raja Indian Cuisine. It is not family-friendly and has a customer rating of 5 out of 5.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	There is a cheap pub named The Vaults that serves Japanese food in the riverside area near Raja Indian Cuisine. It is family friendly and has a customer rating of 5 out of 5.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Vaults is a pub that serves Japanese food in the city centre near Raja Indian Cuisine. It has a high price range and a customer rating of 3 out of 5. It is not child friendly.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a pub that serves Japanese food in the high price range. It is located in the city centre near Raja Indian Cuisine. It is child friendly and has a customer rating of 3 out of 5.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Vaults is a pub that serves Japanese food in the riverside area near Raja Indian Cuisine. It has a high price range and a customer rating of 3 out of 5. It is not child friendly.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a pub that serves Japanese food in the high price range. It is located in the riverside area near Raja Indian Cuisine. It is child friendly and has a customer rating of 3 out of 5.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	Near Raja Indian Cuisine in the city centre is a pub called The Vaults that serves Japanese food for less than £20. It is not family-friendly and has an average customer rating.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	A family-friendly pub near Raja Indian Cuisine in the city centre is The Vaults. It has an average customer rating and serves Japanese food for less than £20.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	Near Raja Indian Cuisine in the riverside area is a pub called The Vaults that serves Japanese food for less than £20. It is not family-friendly and has an average customer rating.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	In the riverside area near Raja Indian Cuisine is a family friendly pub called The Vaults. It serves Japanese food and has an average customer rating.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	Near Raja Indian Cuisine in the city centre is a pub called The Vaults. It serves Japanese food and is not family-friendly. It has a low customer rating and a price range of less than £20.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	There is a family-friendly pub called The Vaults that serves Japanese food in the city centre near Raja Indian Cuisine. It has a low customer rating and a price range of less than £20.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Vaults is a pub that serves Japanese food in the less than £20 price range. It is located in the riverside area near Raja Indian Cuisine. It is not family-friendly and has a low customer rating.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	There is a family friendly pub called The Vaults that serves Japanese food in the riverside area near Raja Indian Cuisine. It has a low customer rating and a price range of less than £20.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	Near Raja Indian Cuisine in the city centre is a pub called The Vaults that serves Japanese food at a moderate price range. It is not kid friendly and has a customer rating of 1 out of 5.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a pub that serves Japanese food in the moderate price range. It is located in the city centre near Raja Indian Cuisine. It is kid friendly and has a customer rating of 1 out of 5.
"name[The Vaults], eatType[restaurant], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	If you are looking for a high priced restaurant that is child friendly in the riverside area near Raja Indian Cuisine is The Vaults.
"name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	"Located in the city centre near Raja Indian Cuisine, The Vaults is a French restaurant with a price range of less than £20."
"name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a family-friendly restaurant that serves French food for less than £20. It is located in the city centre near Raja Indian Cuisine.
"name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	"Located near Raja Indian Cuisine in the riverside area, The Vaults is a French restaurant with a price range of less than £20."
"name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a family friendly restaurant that serves French food for less than £20. It is located near Raja Indian Cuisine in the riverside area.
"name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	In the city centre near Raja Indian Cuisine is a French restaurant called The Vaults. It is not kid friendly and has a moderate price range.
"name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	"Located in the city centre near Raja Indian Cuisine, The Vaults is a kid friendly restaurant that serves French food at a moderate price."
"name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	Near Raja Indian Cuisine is a restaurant called The Vaults that serves French food at a moderate price range. It is not kid friendly.
"name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	"Located near Raja Indian Cuisine in the riverside area, The Vaults is a kid friendly restaurant that serves French food at a moderate price."
"name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Vaults is a French restaurant located in the city centre near Raja Indian Cuisine. It is not child friendly and has a price range of more than £30.
"name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a children friendly restaurant that serves French food in the more than £30 price range. It is located in the city centre near Raja Indian Cuisine.
"name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	In the riverside area near Raja Indian Cuisine is a French restaurant called The Vaults. It is not child friendly and has a price range of more than £30.
"name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Vaults is a restaurant that serves French food in the riverside area near Raja Indian Cuisine. It is child friendly and has a price range of more than £30.
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	If you are looking for a kid friendly restaurant that serves Indian food in the riverside area near Raja Indian Cuisine is The Vaults.
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	A cheap restaurant in the riverside area near Raja Indian Cuisine is The Vaults. It is family friendly.
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	There is a high priced Indian restaurant near Raja Indian Cuisine in the city centre called The Vaults. It is not child friendly.
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	A children friendly restaurant in the city centre near Raja Indian Cuisine is The Vaults. It serves Indian food and has a high price range.
"name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Waterman is a pub that serves Indian food in the high price range. It is located in the city centre near Raja Indian Cuisine. It is children friendly.
"name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Waterman is a pub that serves Indian food in the high price range. It is located in the riverside area near Raja Indian Cuisine. It is not child friendly.
"name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	If you are looking for a high priced pub that serves Indian food in the riverside area is The Waterman. It is child friendly and is located near Raja Indian Cuisine.
"name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	Indian food is served at The Waterman pub in the city centre near Raja Indian Cuisine. It is not family-friendly and has a price range of less than £20.
"name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	For a family-friendly pub serving Indian food in the city centre near Raja Indian Cuisine is The Waterman. It has a price range of less than £20.
"name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	There is a pub called The Waterman that serves Indian food in the riverside area near Raja Indian Cuisine. It is not family-friendly and has a price range of less than £20.
"name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	Near Raja Indian Cuisine in the riverside area is a pub called The Waterman that serves Indian food for less than £20. It is family friendly.
"name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	For a moderately priced Indian pub near Raja Indian Cuisine in the city centre there is The Waterman. It is not kid friendly.
"name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Waterman is a pub that serves Indian food in the moderate price range. It is located in the city centre near Raja Indian Cuisine. It is kid friendly.
"name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	There is a moderately priced pub near Raja Indian Cuisine in the riverside area that serves Indian food called The Waterman. It is not kid friendly.
"name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	"Located near Raja Indian Cuisine in the riverside area, The Waterman is a kid friendly pub that serves Indian food at a moderate price."
"name[The Waterman], eatType[pub], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Waterman is a pub that serves Indian food in the riverside area near Raja Indian Cuisine. It is child friendly and has a price range of more than £30.
"name[The Waterman], eatType[pub], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	If you are looking for a kid friendly pub near Raja Indian Cuisine in the riverside area then the Waterman serves Italian food with a price range of £20-25.
"name[The Waterman], eatType[pub], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	If you are looking for a cheap pub that serves Italian food in the riverside area then the Waterman is family friendly. It is located near Raja Indian Cuisine.
"name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Waterman is a pub that serves Italian food in the high price range. It is located in the city centre near Raja Indian Cuisine. It is not child friendly.
"name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Waterman is a pub that serves Italian food in the high price range. It is located in the city centre near Raja Indian Cuisine. It is children friendly.
"name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Waterman is a pub that serves Italian food in the high price range. It is located in the riverside area near Raja Indian Cuisine. It is not child friendly.
"name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	If you are looking for a high priced pub that serves Italian food in the riverside area is The Waterman. It is child friendly and is located near Raja Indian Cuisine.
"name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	There is a pub called The Waterman that serves Italian food in the city centre near Raja Indian Cuisine. It is not family-friendly and has a price range of less than £20.
"name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	In the city centre near Raja Indian Cuisine is a pub called The Waterman that serves Italian food for less than £20. It is family friendly.
"name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Waterman is a pub that serves Italian food for less than £20. It is located in the riverside area near Raja Indian Cuisine. It is not family-friendly.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Waterman is a children friendly Indian restaurant in the city centre near Raja Indian Cuisine. It has a high price range.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	"Located in the riverside area, The Waterman is a high priced Indian restaurant near Raja Indian Cuisine."
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	A restaurant near Raja Indian Cuisine in the riverside area is The Waterman. It is child friendly and serves Indian food.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	Near Raja Indian Cuisine is a Indian restaurant called The Waterman. It is not family-friendly and has a price range of less than £20.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Waterman is a family-friendly restaurant that serves Indian food for less than £20. It is located in the city centre near Raja Indian Cuisine.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	"Located near Raja Indian Cuisine in the riverside area, The Waterman is a Indian restaurant with a price range of less than £20."
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Waterman is a family friendly restaurant that serves Indian food for less than £20. It is located near Raja Indian Cuisine in the riverside area.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	Near Raja Indian Cuisine in the city centre is a Indian restaurant called The Waterman. It is not kid friendly and has a moderate price range.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Waterman is a moderately priced Indian restaurant located in the city centre near Raja Indian Cuisine. It is kid friendly.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Waterman is a restaurant that serves Indian food in the moderate price range. It is located in the riverside area near Raja Indian Cuisine.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	A restaurant near Raja Indian Cuisine in the riverside area is The Waterman. It is kid friendly and serves Indian food.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Waterman is a restaurant that serves Indian food in the riverside area near Raja Indian Cuisine. It is child friendly and has a price range of more than £30.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	There is a kid friendly restaurant near Raja Indian Cuisine in the riverside area called The Waterman. It serves Italian food and has a price range of £20-25.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	Near Raja Indian Cuisine is a cheap restaurant called The Waterman that is family friendly.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	There is a high priced Italian restaurant near Raja Indian Cuisine in the city centre called The Waterman. It is not child friendly.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	There is a children friendly restaurant called The Waterman that serves Italian food in the high price range. It is located in the city centre near Raja Indian Cuisine.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	There is a high priced restaurant The Waterman located near Raja Indian Cuisine in the riverside area. It is not child friendly.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	"Located near Raja Indian Cuisine in the riverside area, The Waterman is a high priced restaurant that serves Italian food."
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	Italian restaurant The Waterman is located in the city centre near Raja Indian Cuisine. It is not family-friendly and has a price range of less than £20.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Waterman is a family-friendly restaurant that serves Italian food for less than £20. It is located in the city centre near Raja Indian Cuisine.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	In the riverside area near Raja Indian Cuisine is a Italian restaurant called The Waterman. It is not family-friendly and has a price range of less than £20.
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	"Located near Raja Indian Cuisine in the riverside area, The Wrestlers is a pub that serves Italian food for less than £20. It is not family-friendly."
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	"Located near Raja Indian Cuisine in the riverside area, The Wrestlers is a family friendly pub that serves Italian food for less than £20."
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	An Italian pub near Raja Indian Cuisine in the city centre is The Wrestlers. It is not kid friendly and has a moderate price range.
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	There is a moderately priced pub The Wrestlers located in the city centre near Raja Indian Cuisine. It serves Italian food and is kid friendly.
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a pub that serves Italian food in the moderate price range. It is located in the riverside area near Raja Indian Cuisine. It is not kid friendly.
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	"Located near Raja Indian Cuisine in the riverside area, The Wrestlers is a kid friendly pub that serves Italian food at a moderate price."
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	There is a pub called The Wrestlers that serves Italian food in the riverside area near Raja Indian Cuisine. It is child friendly and has a price range of more than £30.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	A kid friendly pub near Raja Indian Cuisine in the riverside area is The Wrestlers. It serves Japanese food and has a price range of £20-25.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	If you are looking for a cheap pub that serves Japanese food in the riverside area then the Wrestlers is family friendly. It is located near Raja Indian Cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	If you are looking for a high priced pub that serves Japanese food in the riverside area is The Wrestlers. It is child friendly and is located near Raja Indian Cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a pub that serves Japanese food for less than £20. It is located in the city centre near Raja Indian Cuisine. It is not family-friendly.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	If you are looking for a family-friendly pub that serves Japanese food in the city centre near Raja Indian Cuisine is The Wrestlers. It has a price range of less than £20.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a pub that serves Japanese food for less than £20. It is located in the riverside area near Raja Indian Cuisine. It is not family-friendly.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	Near Raja Indian Cuisine in the riverside area is a pub called The Wrestlers that serves Japanese food for less than £20. It is family friendly.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	For a moderately priced Japanese pub near Raja Indian Cuisine in the city centre there is The Wrestlers. It is not kid friendly.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	There is a moderately priced pub The Wrestlers located in the city centre near Raja Indian Cuisine. It serves Japanese food and is kid friendly.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	There is a moderately priced pub near Raja Indian Cuisine in the riverside area that serves Japanese food called The Wrestlers. It is not kid friendly.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a pub that serves Japanese food in the moderate price range. It is located in the riverside area near Raja Indian Cuisine. It is kid friendly.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	In the city centre near Raja Indian Cuisine is a pub called The Wrestlers that serves Japanese food and is kid friendly. It has a moderate price range and a customer rating of 1 out of 5.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a pub that serves Japanese food in the moderate price range. It is located in the riverside area near Raja Indian Cuisine. It is not kid friendly and has a customer rating of 1 out of 5.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	There is a moderately priced pub called The Wrestlers that serves Japanese food and is located in the riverside area near Raja Indian Cuisine. It is kid friendly and has a customer rating of 1 out of 5.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	If you're looking for a pub that serves Japanese food in the city centre near Raja Indian Cuisine then the Wrestlers is not child friendly. The price range is more than £30.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	A children friendly pub near Raja Indian Cuisine in the city centre is The Wrestlers. It serves Japanese food and has a price range of more than £30.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The Wrestlers is a pub that serves Japanese food in the riverside area near Raja Indian Cuisine. It is not child friendly and has a price range of more than £30.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a pub that serves Japanese food in the riverside area near Raja Indian Cuisine. It is child friendly and has a price range of more than £30.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	Near Raja Indian Cuisine in the city centre is a pub called The Wrestlers that serves Japanese food and is not child friendly. The price range is more than £30.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	There is a pub called The Wrestlers that serves Japanese food in the city centre near Raja Indian Cuisine. It is children friendly and has a high customer rating and a price range of more than £30.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	There is a pub called The Wrestlers that serves Japanese food in the riverside area near Raja Indian Cuisine. It has a high customer rating and is not child friendly.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	"Located near Raja Indian Cuisine in the riverside area, The Wrestlers is a children friendly pub with a high customer rating and a price range of more than £30."
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	"Located in the city centre near Raja Indian Cuisine, The Wrestlers is a pub that serves Japanese food with a price range of more than £30. It is not child friendly and has a low customer rating."
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a pub that serves Japanese food in the city centre near Raja Indian Cuisine. It is children friendly and has a low customer rating.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	"Located near Raja Indian Cuisine in the riverside area, The Wrestlers is a pub that serves Japanese food with a price range of more than £30. It is not child friendly and has a low customer rating."
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	"Located near Raja Indian Cuisine in the riverside area, The Wrestlers is a pub that serves Japanese food and is children friendly and has a low customer rating."
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	If you are looking for a family-friendly restaurant that serves Italian food in the riverside area near Raja Indian Cuisine then the Wrestlers. It is not family-friendly.
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a family friendly restaurant that serves Italian food for less than £20. It is located in the riverside area near Raja Indian Cuisine.
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	Near Raja Indian Cuisine in the city centre is a Italian restaurant called The Wrestlers. It is not kid friendly and has a moderate price range.
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a moderately priced Italian restaurant located in the city centre near Raja Indian Cuisine. It is kid friendly.
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	Near Raja Indian Cuisine is a restaurant called The Wrestlers that serves Italian food at a moderate price range. It is not kid friendly.
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	If you are looking for a moderately priced Italian restaurant in the riverside area then the Wrestlers is kid friendly.
"name[The Wrestlers], eatType[restaurant], food[Italian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Wrestlers is a restaurant that serves Italian food in the riverside area near Raja Indian Cuisine. It is child friendly and has a price range of more than £30.
