"name[Blue Spice], eatType[coffee shop], area[city centre]"	Blue spice is a coffee shop in the city centre with a coffee shop.
"name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The vaults is a pub that serves french food in the moderate price range. it is located in the riverside area near raja indian cuisine.
"name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The vaults is a family friendly pub located near raja indian cuisine in riverside.
"name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The vaults is a pub providing french food in the more than £30 price range. it is located in the city centre.
"name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The vaults is a french pub in the more than £30 price range. it is located in the city centre.
"name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The vaults is a french pub in the more than £30 price range. it is located in the riverside area near raja indian cuisine.
"name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The vaults is a child friendly pub in the more than £30 price range. it is located near raja indian cuisine.
"name[The Vaults], eatType[pub], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The vaults is a pub providing indian food in the £20-25 price range. it is located in the riverside.
"name[The Vaults], eatType[pub], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The vaults is a pub providing indian food in the cheap price range. it is located in the riverside.
"name[The Vaults], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The vaults is a pub providing indian food in the high price range. it is located in the city centre.
"name[The Vaults], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The vaults is a pub that serves indian food in the high price range. it is located in the city centre. it is near raja indian cuisine.
"name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]"	The vaults is an italian pub located in the city centre near rainbow vegetarian café. it has an average customer rating and is not child friendly.
"name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The vaults is a high priced italian pub in the high price range. it is located in the city centre near the rainbow vegetarian café.
"name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	The vaults is an italian pub near rainbow vegetarian café in the riverside area. it has an average customer rating and is not child friendly.
"name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The vaults is a pub that serves italian food. it is located near rainbow vegetarian café.
"name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]"	The vaults is a pub that serves italian food in the less than £20 price range. it is located in the city centre near rainbow vegetarian café.
"name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The vaults is a family-friendly italian pub in the less than £20 price range. it is located near rainbow vegetarian café in the city centre.
"name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	The vaults is a pub that serves italian food. it is located near the rainbow vegetarian café.
"name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The vaults is a family friendly italian pub located near rainbow vegetarian café in the riverside area.
"name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]"	The vaults is a pub located in the city centre near rainbow vegetarian café. it serves italian food in the moderate price range.
"name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The vaults is a family-friendly pub in the moderate price range. it is located near the rainbow vegetarian café.
"name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	The vaults is a moderately priced italian pub located near rainbow vegetarian café in the riverside area. it has a customer rating of 1 out of 5.
"name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The vaults is a pub that serves italian food in the moderate price range. it is located near the rainbow vegetarian café.
"name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]"	The vaults is a pub that serves italian food. it is located near rainbow vegetarian café in the city centre.
"name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The vaults is a kid friendly pub in the moderate price range. it is located in the city centre near rainbow vegetarian café.
"name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	The vaults is a pub that serves italian food. it is located near the rainbow vegetarian café.
"name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The vaults is a family friendly pub in the riverside area near rainbow vegetarian café. it serves italian food and has a customer rating of 3 out of 5.
"name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]"	The vaults is a pub providing italian food in the more than £30 price range. it is located near rainbow vegetarian café in the city centre.
"name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The vaults is a pub that serves italian food in the more than £30 price range. it is located in the city centre. it is near rainbow vegetarian café.
"name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	The vaults is an italian pub near rainbow vegetarian café in riverside. it has a high customer rating and a price range of more than £30.
"name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The vaults is a pub that serves italian food. it is located near rainbow vegetarian café.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]"	The vaults is a japanese pub located in the city centre near rainbow vegetarian café. it has a customer rating of 3 out of 5 and is not kid friendly.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The vaults is a pub located in the city centre near rainbow vegetarian café. it serves japanese food and is kid friendly.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	The vaults is a pub located in the riverside area near rainbow vegetarian café.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The vaults is a kid friendly pub located near rainbow vegetarian café.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]"	The vaults is a pub that serves japanese food in the £20-25 price range. it is located in the city centre near rainbow vegetarian café.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]"	The vaults is a pub that serves japanese food in the £20-25 price range. it is located in the city centre near rainbow vegetarian café.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]"	The vaults is a japanese pub near rainbow vegetarian café in riverside. it has a high customer rating and is not kid friendly.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The vaults is a pub providing japanese food in the £20-25 price range. it is located in the riverside. it is near raja indian cuisine. its customer rating is high.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The vaults is a pub that serves japanese food in the £20-25 price range. it is located in the riverside. it is near raja indian cuisine.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The vaults is a cheap japanese pub in the city centre near raja indian cuisine. its customer rating is 5 out of 5.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The vaults is a cheap japanese pub located in the city centre near raja indian cuisine. it has a customer rating of 5 out of 5.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The vaults is a cheap japanese pub in the riverside area near raja indian cuisine. its customer rating is 5 out of 5.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The vaults is a cheap, family friendly pub in the riverside area near raja indian indian.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The vaults is a pub providing japanese food in the high price range. it is located in the city centre. it is near raja indian cuisine. its customer rating is 3 out of 5.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The vaults is a pub that serves japanese food in the high price range. it is located in the city centre and is children friendly.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The vaults is a pub providing japanese food in the high price range. it is located in the riverside area and is not children friendly.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The vaults is a pub that serves japanese food in the high price range. it is located near raja indian cuisine.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The vaults is a pub located near raja indian cuisine in the city centre. it is not family-friendly and has an average customer rating.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The vaults is a family-friendly pub located near raja indian cuisine in the city centre with an average customer rating.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The vaults is a pub that serves japanese food in the less than £20 price range. it is located near raja indian cuisine.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The vaults is a family friendly japanese pub in the less than £20 price range. it is located in the riverside area.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The vaults is a pub providing japanese food in the less than £20 price range. it is located in the city centre.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The vaults is a family-friendly japanese pub located in the city centre near raja indian cuisine with a low customer rating.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The vaults is a pub providing japanese food in the less than £20 price range. it is located in the riverside area and is not family friendly.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The vaults is a family friendly japanese pub located near raja indian cuisine in the riverside area.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The vaults is a pub serving japanese food in the moderate price range. it is located in the city centre. it is near raja indian cuisine.
"name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The vaults is a pub that serves japanese food in the moderate price range. it is located in the city centre and is kid friendly.
"name[The Vaults], eatType[restaurant], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The vaults is a children friendly french restaurant in the riverside area.
"name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The vaults is a french restaurant in the city centre near raja indian cuisine. it is not family-friendly.
"name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The vaults is a family-friendly french restaurant in the city centre near raja indian cuisine.
"name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The vaults is a french restaurant located in the riverside area near raja indian cuisine.
"name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The vaults is a family friendly restaurant located near raja indian cuisine.
"name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The vaults is a french restaurant in the city centre near raja indian cuisine.
"name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The vaults is a french restaurant located in the city centre near raja indian cuisine.
"name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The vaults is a moderately priced french restaurant in the riverside area near raja indian cuisine.
"name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The vaults is a kid friendly restaurant located near raja indian cuisine.
"name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The vaults is a french restaurant in the city centre near raja indian cuisine. it is not children friendly.
"name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The vaults is a child friendly french restaurant located in the city centre.
"name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The vaults is a french restaurant located in the riverside area near raja indian cuisine.
"name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The vaults is a child friendly french restaurant located in the riverside area.
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The vaults is a restaurant that provides indian food in the £20-25 price range. it is located in the riverside.
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The vaults is a cheap family friendly indian restaurant in the riverside area.
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The vaults is a restaurant that serves indian food in the high price range. it is located in the city centre.
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The vaults is a restaurant providing indian food in the high price range. it is located in the city centre. it is near raja indian cuisine.
"name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The waterman is a pub providing indian food in the high price range. it is located in the city centre. it is located near raja indian cuisine.
"name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The waterman is a pub that serves indian food in the high price range. it is located in the riverside. it is near raja indian cuisine.
"name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The waterman is a pub serving indian food in the high price range. it is located in the riverside. it is near raja indian cuisine.
"name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The waterman is a pub providing indian food in the less than £20 price range. it is located in the city centre.
"name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The waterman is a pub providing indian food in the less than £20 price range. it is located in the city centre. it is near raja indian cuisine.
"name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The waterman is a pub providing indian food in the less than £20 price range. it is located in the riverside and is not family friendly.
"name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The waterman is a pub providing indian food in the less than £20 price range. it is located in the riverside.
"name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The waterman is a pub providing indian food in the moderate price range. it is located in the city centre. it is located near raja indian cuisine.
"name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The waterman is a pub providing indian food in the moderate price range. it is located in the city centre.
"name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The waterman is a pub providing indian food in the moderate price range. it is located in riverside near raja indian cuisine.
"name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The waterman is a pub serving indian food in the moderate price range. it is located in the riverside. it is near raja indian cuisine.
"name[The Waterman], eatType[pub], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The waterman is a pub that serves indian food in the more than £30 price range. it is located in the riverside. it is near raja indian cuisine.
"name[The Waterman], eatType[pub], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The waterman is a family friendly pub located near raja indian cuisine in riverside.
"name[The Waterman], eatType[pub], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The waterman is a cheap, family friendly pub in the riverside area near raja indian cuisine.
"name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The waterman is a high priced italian pub in the city centre near raja indian cuisine. it is not children friendly.
"name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The waterman is a high-priced italian pub located in the city centre near raja indian cuisine.
"name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The waterman is a high-priced italian pub located near raja indian cuisine in the riverside area.
"name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The waterman is a children friendly pub located near raja indian cuisine in riverside.
"name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The waterman is a pub providing italian food in the less than £20 price range. it is located near raja indian cuisine.
"name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The waterman is a family-friendly pub in the city centre near raja indian cuisine.
"name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The waterman is a pub providing italian food in the less than £20 price range. it is located near raja indian cuisine.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The waterman is a restaurant providing indian food in the high price range. it is located in the city centre near raja indian cuisine.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The waterman is a restaurant providing indian food in the high price range. it is located in the riverside.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The waterman is a high priced indian restaurant in the riverside area near raja indian cuisine.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The waterman is a restaurant providing indian food in the less than £20 price range. it is located in the city centre. it is near raja indian cuisine.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The waterman is a family friendly indian restaurant in the city centre.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The waterman is a restaurant providing indian food in the less than £20 price range. it is near raja indian cuisine.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The waterman is a family friendly restaurant in the less than £20 price range. it is located near raja indian cuisine.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The waterman is a moderate priced indian restaurant located in the city centre near raja indian cuisine.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The waterman is a restaurant providing indian food in the moderate price range. it is located in the city centre near raja indian cuisine.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The waterman is a moderately priced indian restaurant in riverside near raja indian cuisine.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The waterman is a restaurant providing indian food in the moderate price range. it is located in the riverside.
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The waterman is a restaurant providing indian food in the more than £30 price range. it is located in the riverside. it is near raja indian cuisine.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The waterman is a kid friendly italian restaurant located in riverside near raja indian cuisine.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The waterman is a cheap italian restaurant located near raja raja indian cuisine in the riverside area.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The waterman is an italian restaurant located near raja indian cuisine in the city centre.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The waterman is a child friendly italian restaurant located in the city centre near raja indian cuisine.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The waterman is an italian restaurant located in the riverside area near raja indian cuisine.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The waterman is a high priced italian restaurant located in riverside near raja indian cuisine.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The waterman is a italian restaurant located in the city centre near raja indian cuisine. it is not family-friendly.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The waterman is a family-friendly italian restaurant located in the city centre.
"name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The waterman is an italian restaurant located near raja indian cuisine in riverside. it is not family-friendly.
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The wrestlers is a pub that serves italian food in the less than £20 price range. it is located near raja indian cuisine in the riverside area.
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a family friendly pub that serves italian food. it is located near raja indian cuisine.
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The wrestlers is a moderately priced italian pub in the city centre near raja indian cuisine. it is not kid friendly.
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a moderate priced italian pub in the city centre near raja indian cuisine. it is kid friendly.
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The wrestlers is a moderately priced italian pub near raja indian cuisine in the riverside area.
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a kid friendly pub located near raja indian cuisine in riverside.
"name[The Wrestlers], eatType[pub], food[Italian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a pub that serves italian food in the more than £30 price range. it is located near raja indian cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a pub that serves japanese food. it is located near raja indian cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a cheap, family friendly japanese pub located near raja indian cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a pub that serves japanese food in the high price range. it is located in the riverside area near raja indian cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The wrestlers is a pub providing japanese food in the less than £20 price range. it is located in the city centre and is not family-friendly.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a family-friendly pub that serves japanese food. it is located near raja indian cuisine in the city centre.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The wrestlers is a pub that serves japanese food in the less than £20 price range. it is located near raja indian cuisine in riverside.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a family friendly japanese pub in the riverside area near raja indian cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	The wrestlers is a pub providing japanese food in the moderate price range. it is located near raja indian cuisine in the city centre.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The wrestlers is a pub that serves japanese food in the moderate price range. it is located in the city centre near raja indian cuisine.
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	The wrestlers is a pub that serves japanese food in the moderate price range. it is located in the riverside area near raja indian cuisine.
