'name[Blue Spice], eatType[coffee shop], area[city centre]'	'Blue Spice is a coffee shop in the city centre.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is a restaurant providing indian food in the high price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is average.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter provides indian food in the high price range. It is located in the riverside. It is near Express by Holiday Inn. It has an average customer rating and is not children friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is a restaurant providing indian food in the high price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is average.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is a restaurant providing indian food in the low price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is low.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter provides indian food in the less than £20 price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is low.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter provides indian food in the less than £20 price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is low. It is not family friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter provides indian food in the less than £20 price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is low.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter provides indian food in the moderate price range. It is located in the city centre. Its customer rating is 1 out of 5 and is not kids friendly. It is near the Express by Holiday Inn.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is a restaurant providing indian food in the moderate price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter provides indian food in the moderate price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 1 out of 5. It is not kids friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is a restaurant providing indian food in the moderate price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter provides indian food in the moderate price range. It is located in the city centre. It has a customer rating of 3 out of 5 and is not kids friendly. It is near the Express by Holiday Inn.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter provides indian food in the moderate price range. It is located in city centre. It is near Express by Holiday Inn. Its customer rating is 3 out of 5.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter provides indian food in the moderate price range. It is located in the riverside. Its customer rating is 3 out of 5 and is not kids friendly. It is near the Express by Holiday Inn.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter provides indian food in the moderate price range. It is located in the riverside. Its customer rating is 3 out of 5 and is kids friendly. It is located in the city centre.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter provides indian food in the more than 30 pound price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is high.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter provides indian food in the more than £30 price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is high.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter provides indian food in the price range more than £30. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is high.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter provides indian food in the more than £30 price range. It is near Express by Holiday Inn in the riverside. Its customer rating is high.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is an italian restaurant near Express by Holiday Inn in the city centre. It is not kid friendly and has a price range of £20-25 and a high customer rating.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is a kid friendly italian restaurant located in the city centre near the Express by Holiday Inn. It has a price range of £20-25 and a high customer rating.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is an italian restaurant near Express by Holiday Inn in the riverside area. It is not kid friendly and has a price range of £20-25 and a high customer rating.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is a restaurant providing italian food in the £20-25 price range. It is near Express by Holiday Inn in the riverside. Its customer rating is high.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is a cheap italian restaurant located in the city centre near Express by Holiday Inn. It is not family-friendly and has a customer rating of 5 out of 5.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Punter is a cheap italian restaurant located in the city centre near Rainbow Vegetarian Café. It is not family-friendly and has a customer rating of 5 out of 5.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Punter is a cheap italian restaurant located in the city centre near Rainbow Vegetarian Café. It is family-friendly and has a customer rating of 5 out of 5.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Punter is a cheap italian restaurant near Rainbow Vegetarian Café in riverside. It is not family-friendly and has a customer rating of 5 out of 5.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Punter is a cheap italian restaurant in the riverside area near Rainbow Vegetarian Café. It is family friendly and has a customer rating of 5 out of 5.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Punter is a cheap italian restaurant located in the city centre near the Rainbow Vegetarian Café. It is not family-friendly and has an average customer rating.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Punter is a cheap italian restaurant located in the city centre near the Rainbow Vegetarian Café. It is family-friendly and has an average customer rating.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Punter is a cheap italian restaurant near Rainbow Vegetarian Café in riverside. It is not family-friendly and has an average customer rating.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Punter is a cheap italian restaurant in the riverside area near Rainbow Vegetarian Café. It is family friendly and has an average customer rating.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Punter is a high priced italian restaurant near Rainbow Vegetarian Café in the city centre. It is not child friendly and has a customer rating of 1 out of 5.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Punter is a children friendly italian restaurant near Rainbow Vegetarian Café in the city centre. It has a high price range and a customer rating of 1 out of 5.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Punter is a high priced italian restaurant near Rainbow Vegetarian Café in riverside. It is not child friendly and has a customer rating of 1 out of 5.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Punter is a high priced italian restaurant near Rainbow Vegetarian Café in riverside. It is children friendly and has a customer rating of 1 out of 5.'
'name[The Vaults], eatType[pub], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a high priced french pub near Raja Indian Cuisine in the riverside area. It is child friendly.'
'name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a french pub near Raja Indian Cuisine in the city centre. It is not family-friendly and has a price range of less than £20.'
'name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a family-friendly pub that serves french food for less than £20. It is located in the city centre near Raja Indian Cuisine.'
'name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a french pub near Raja Indian Cuisine in riverside. It is not family-friendly and costs less than £20.'
'name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a family friendly pub that serves french food for less than £20. It is located in the riverside area near Raja Indian Cuisine.'
'name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a moderately priced french pub near Raja Indian Cuisine in the city centre. It is not kid friendly.'
'name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a moderately priced french pub located in the city centre near Raja Indian Cuisine. It is kid friendly.'
'name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a moderately priced french pub near Raja Indian Cuisine in riverside. It is not kid friendly.'
'name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a moderately priced, kid friendly pub that serves french food. It is located in the riverside area near Raja Indian Cuisine.'
'name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a french pub near Raja Indian Cuisine in the city centre. It is not child friendly and has a price range of more than £30.'
'name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a french pub located in the city centre near Raja Indian Cuisine. It is children friendly and has a price range of more than £30.'
'name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a french pub near Raja Indian Cuisine in riverside. It has a price range of more than £30 and is not children friendly.'
'name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a children friendly pub near Raja Indian Cuisine in riverside that serves french food for more than £30.'
'name[The Vaults], eatType[pub], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a pub providing indian food in the £20-25 price range. It is near Raja Indian Cuisine in the riverside.'
'name[The Vaults], eatType[pub], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a cheap family friendly indian pub in riverside near Raja Indian Cuisine.'
'name[The Vaults], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a pub that provides indian food in the high price range. It is located in the city centre. It is near Raja Indian Cuisine.'
'name[The Vaults], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults provides indian food in the high price range. It is located in the city centre. It is near Raja Indian Cuisine.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is an italian pub near Rainbow Vegetarian Café in the city centre. It has a high price range and an average customer rating. It is not child friendly.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is an italian pub near Rainbow Vegetarian Café in the city centre. It is children friendly and has an average customer rating.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is an italian pub near Rainbow Vegetarian Café in riverside. It has an average customer rating and is not children friendly.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is an italian pub near Rainbow Vegetarian Café in riverside. It has an average customer rating and is children friendly.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a pub providing italian food in the less than £20 price range. It is located in the city centre. It is near the Rainbow Vegetarian Café. Its customer rating is low and it is not family-friendly.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a family-friendly italian pub near Rainbow Vegetarian Café in the city centre. It has a low customer rating and a price range of less than £20.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a pub providing italian food in the less than £20 price range. It is located in the riverside. It is near the Rainbow Vegetarian Café. Its customer rating is low and it is not family-friendly.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a family friendly pub that serves italian food for less than £20. It is located in the riverside area near Rainbow Vegetarian Café and has a low customer rating.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a moderately priced italian pub near Rainbow Vegetarian Café in the city centre. It is not kid friendly and has a customer rating of 1 out of 5.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is an italian pub near Rainbow Vegetarian Café in the city centre. It has a moderate price range and a customer rating of 1 out of 5.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a moderately priced italian pub near Rainbow Vegetarian Café in riverside. It is not kid friendly and has a customer rating of 1 out of 5.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a kid friendly italian pub near Rainbow Vegetarian Café in riverside with a moderate price range and a customer rating of 1 out of 5.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is an italian pub near Rainbow Vegetarian Café in the city centre. It has a moderate price range and a customer rating of 3 out of 5.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a pub providing italian food in the moderate price range. It is near Rainbow Vegetarian Café in the city centre. Its customer rating is 3 out of 5.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a moderately priced italian pub near Rainbow Vegetarian Café in riverside. It is not kid friendly and has a customer rating of 3 out of 5.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a kid friendly italian pub near Rainbow Vegetarian Café in the riverside area. It has a moderate price range and a customer rating of 3 out of 5.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is an italian pub near Rainbow Vegetarian Café in the city centre. It has a high customer rating and a price range of more than £30. It is not child friendly.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a pub providing italian food in the more than £30 price range. It is located in the city centre. It is near the Rainbow Vegetarian Café. Its customer rating is high.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is an italian pub near Rainbow Vegetarian Café in riverside. It has a high customer rating and a price range of more than £30. It is not child friendly.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is an italian pub near Rainbow Vegetarian Café in riverside. It is children friendly and has a price range of more than £30 and a high customer rating.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a japanese pub located in the city centre near Rainbow Vegetarian Café. It has a customer rating of 3 out of 5 and a price range of £20-25. It is not kid friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a japanese pub near Rainbow Vegetarian Café in the city centre. It is kids friendly and has a price range of £20-25 and a customer rating of 3 out of 5.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a pub providing japanese food in the £20-25 price range. It is located in the riverside. It is near Rainbow Vegetarian Café. Its customer rating is 3 out of 5. It is not kids friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a pub providing japanese food in the £20-25 price range. It is located in the riverside. It is near Rainbow Vegetarian Café. Its customer rating is 3 out of 5. It is kids friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a japanese pub near Rainbow Vegetarian Café in the city centre with a price range of £20-25 and a high customer rating.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a kid friendly japanese pub near Rainbow Vegetarian Café in the city centre. It has a price range of £20-25 and a high customer rating.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a japanese pub near Rainbow Vegetarian Café in riverside. It has a price range of £20-25 and a high customer rating.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a japanese pub near Raja Indian Cuisine in riverside. It has a price range of £20-25 and a high customer rating.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a kid friendly japanese pub near Raja Indian Cuisine in riverside with a price range of £20-25.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a cheap japanese pub near Raja Indian Cuisine in the city centre. It is not family-friendly and has a customer rating of 5 out of 5.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a cheap, family-friendly pub serving japanese food. It is located in the city centre near Raja Indian Cuisine and has a customer rating of 5 out of 5.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a cheap japanese pub near Raja Indian Cuisine in riverside. It has a customer rating of 5 out of 5 and is not family-friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a cheap japanese pub near Raja Indian Cuisine in riverside. It is family friendly and has a 5 out of 5 customer rating.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a pub providing japanese food in the high price range. It is located in the city centre. It is near Raja Indian Cuisine. Its customer rating is 3 out of 5.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a pub providing japanese food in the high price range. It is located in the city centre. It is near Raja Indian Cuisine. Its customer rating is 3 out of 5.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a pub providing japanese food in the high price range. It is located in the riverside. It is near Raja Indian Cuisine. Its customer rating is 3 out of 5.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a children friendly japanese pub near Raja Indian Cuisine in the riverside area. It has a high price range and a customer rating of 3 out of 5.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a cheap japanese pub near Raja Indian Cuisine in the city centre. It has an average customer rating and is not family-friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a family-friendly japanese pub near Raja Indian Cuisine in the city centre with a price range of less than £20 and an average customer rating.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a cheap japanese pub near Raja Indian Cuisine in riverside. It has an average customer rating and is not family-friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a family friendly japanese pub near Raja Indian Cuisine in riverside with a price range of less than £20 and an average customer rating.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a cheap japanese pub located in the city centre near Raja Indian Cuisine. It is not family-friendly and has a low customer rating.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a cheap, family-friendly pub that serves japanese food. It is located in the city centre near the Raja Indian Cuisine and has a low customer rating.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a japanese pub near Raja Indian Cuisine in riverside. It has a low customer rating and is not family-friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a family friendly japanese pub near Raja Indian Cuisine in riverside with a price range of less than £20. It has a low customer rating.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a moderately priced japanese pub near Raja Indian Cuisine in the city centre. It is not kid friendly and has a customer rating of 1 out of 5.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a kid friendly japanese pub near Raja Indian Cuisine in the city centre. It has a moderate price range and a customer rating of 1 out of 5.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a high priced french restaurant in riverside near Raja Indian Cuisine. It is child friendly.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a cheap french restaurant located in the city centre near the Raja Indian Cuisine. It is not family-friendly.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a family-friendly french restaurant near Raja Indian Cuisine in the city centre with a price range of less than £20.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a low-priced restaurant that is not family friendly. It is located near Raja Indian Cuisine.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a family friendly french restaurant in the riverside area near Raja Indian Cuisine. The price range is less than £20.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a moderately priced french restaurant located in the city centre near the Raja Indian Cuisine. It is not kids friendly.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a kid friendly french restaurant near Raja Indian Cuisine in the city centre with a moderate price range.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a moderately priced french restaurant near Raja Indian Cuisine in the riverside area. It is not kid friendly.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a moderately priced, kid friendly french restaurant in riverside near Raja Indian Cuisine.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a french restaurant near Raja Indian Cuisine in the city centre. It is not child friendly and has a price range of more than £30.'
