'name[Blue Spice], eatType[coffee shop], area[city centre]'	'Blue Spice is a coffee shop in the city centre.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter provides indian food in the high price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is average.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter provides indian food in the high price range. It is located in the riverside area near Express by Holiday Inn. It has an average customer rating and is children friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is a restaurant providing indian food in the less than £20 price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is low.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter provides indian food in the less than £20 price range. It is near Express by Holiday Inn in the city centre. Its customer rating is low.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is a restaurant providing indian food in the less than £20 price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is low.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is a family friendly restaurant that provides indian food in the less than £20 price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is low.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is a moderately priced indian restaurant located in the city centre near Express by Holiday Inn. It has a customer rating of 1 out of 5 and is not kid friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter provides indian food in the moderate price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter provides indian food in the moderate price range. It is located in riverside. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter provides indian food in the moderate price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter provides indian food in the moderate price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is 3 out of 5.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter provides indian food in the moderate price range. It is located in the city centre near Express by Holiday Inn. It has a customer rating of 3 out of 5 and is kid friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter provides indian food in the moderate price range. It is located in the riverside. It is near the Express by Holiday Inn. Its customer rating is 3 out of 5.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter provides indian food in the moderate price range. It is located in the riverside. It has a customer rating of 3 out of 5 and is near Express by Holiday Inn.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter provides indian food in the more than £30 price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is high. It is not family friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter provides indian food in the more than £30 price range. It is near Express by Holiday Inn in the city centre. Its customer rating is high.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter provides indian food in the more than £30 price range. It is located in riverside near Express by Holiday Inn. Its customer rating is high.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter provides indian food in the more than £30 price range. It is located in the riverside. It is near Express by Holiday Inn. It has a high customer rating.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is a highly rated italian restaurant near Express by Holiday Inn in the city centre. It is not kid friendly and has a price range of £20-25.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is a kid friendly italian restaurant located in the city centre near Express by Holiday Inn. It has a high customer rating and a price range of £20-25.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is a highly rated italian restaurant near Express by Holiday Inn in the riverside area. It is not kid friendly and has a price range of £20-25.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is a kid friendly italian restaurant near Express by Holiday Inn in the riverside area with a high customer rating and a price range of £20-25.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is a cheap italian restaurant located in the city centre near Express by Holiday Inn. It is not family-friendly and has a customer rating of 5 out of 5.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Punter is a cheap italian restaurant located in the city centre near Rainbow Vegetarian Café. It is not family-friendly and has a customer rating of 5 out of 5.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Punter is a cheap family friendly italian restaurant located in the city centre near Rainbow Vegetarian Café. It has a customer rating of 5 out of 5.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Punter is a cheap italian restaurant in the riverside area near Rainbow Vegetarian Café. It is not family-friendly and has a customer rating of 5 out of 5.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Punter is a cheap family friendly italian restaurant in the riverside area near Rainbow Vegetarian Café. It has a customer rating of 5 out of 5.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Punter is a cheap italian restaurant located in the city centre near Rainbow Vegetarian Café. It is not family-friendly and has an average customer rating.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Punter is a cheap italian restaurant near Rainbow Vegetarian Café in the city centre. It is family-friendly and has an average customer rating.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Punter is a cheap italian restaurant near Rainbow Vegetarian Café in the riverside area. It is not family-friendly and has an average customer rating.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Punter is a cheap family friendly italian restaurant with an average customer rating. It is located in the riverside area near Rainbow Vegetarian Café.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Punter is a high priced italian restaurant located in the city centre near Rainbow Vegetarian Café. It has a customer rating of 1 out of 5 and is not children friendly.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Punter is a child friendly italian restaurant located in the city centre near Rainbow Vegetarian Café. It has a high price range and a customer rating of 1 out of 5.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Punter is an italian restaurant near Rainbow Vegetarian Café in the riverside area. It is not children friendly and has a high price range and a customer rating of 1 out of 5.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Punter is a child friendly italian restaurant near Rainbow Vegetarian Café in the riverside area with a high price range and a customer rating of 1 out of 5.'
'name[The Vaults], eatType[pub], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a child friendly french pub near Raja Indian Cuisine in the riverside area with a high price range.'
'name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a cheap french pub located in the city centre near Raja Indian Cuisine. It is not family-friendly.'
'name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a family-friendly french pub near Raja Indian Cuisine in the city centre with a price range less than £20.'
'name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a cheap french pub near Raja Indian Cuisine in the riverside area. It is not family-friendly.'
'name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a family friendly french pub near Raja Indian Cuisine in the riverside area with a price range of less than £20.'
'name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a french pub near Raja Indian Cuisine in the city centre. It is not kid friendly and has a moderate price range.'
'name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a french pub near Raja Indian Cuisine in the city centre. It has a moderate price range and is kid friendly.'
'name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a moderately priced french pub near Raja Indian Cuisine in the riverside area. It is not kid friendly.'
'name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a kid friendly french pub near Raja Indian Cuisine in the riverside area with a moderate price range.'
'name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a french pub near Raja Indian Cuisine in the city centre. It has a price range of more than £30 and is not children friendly.'
'name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a child-friendly french pub near Raja Indian Cuisine in the city centre with a price range of more than £30.'
'name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a french pub near Raja Indian Cuisine in the riverside area with a price range of more than £30 and is not children friendly.'
'name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a child friendly french pub near Raja Indian Cuisine in the riverside area with a price range of more than £30.'
'name[The Vaults], eatType[pub], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a kid friendly pub that serves indian food in the price range of £20-25. It is located in the riverside area near Raja Indian Cuisine.'
'name[The Vaults], eatType[pub], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a cheap family friendly indian pub in the riverside area near Raja Indian Cuisine.'
'name[The Vaults], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a high priced indian pub located in the city centre near Raja Indian Cuisine. It is not children friendly.'
'name[The Vaults], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a child friendly pub that serves indian food in the high price range in the city centre near Raja Indian Cuisine.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is an italian pub near Rainbow Vegetarian Café in the city centre. It has an average customer rating and a high price range and is not children friendly.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is an italian pub near Rainbow Vegetarian Café in the city centre. It has an average customer rating and a high price range and is children friendly.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is an italian pub near Rainbow Vegetarian Café in the riverside area. It has an average customer rating and a high price range and is not children friendly.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a child friendly italian pub with a high price range with an average customer rating. It is located in the riverside area near Rainbow Vegetarian Café.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is an italian pub with a price range of less than £20. It is located in the city centre near Rainbow Vegetarian Café. It has a low customer rating and is not family-friendly.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a family-friendly italian pub with a price range of less than £20. It is located in the city centre near Rainbow Vegetarian Café. Its customer rating is low.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is an italian pub with a price range of less than £20. It is located in the riverside area near Rainbow Vegetarian Café. It is not family-friendly and has a low customer rating.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a family friendly italian pub with a price range of less than £20. It is located in the riverside area near Rainbow Vegetarian Café and has a low customer rating.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a moderately priced italian pub with a customer rating of 1 out of 5. It is located in the city centre near Rainbow Vegetarian Café.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a kid friendly italian pub located in the city centre near Rainbow Vegetarian Café. It has a moderate price range and a customer rating of 1 out of 5.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is an italian pub with a moderate price range with a customer rating of 1 out of 5. It is located in the riverside area near Rainbow Vegetarian Café and is not kid friendly.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a kid friendly italian pub near Rainbow Vegetarian Café in the riverside area with a moderate price range and a customer rating of 1 out of 5.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a moderately priced italian pub located in the city centre near Rainbow Vegetarian Café. It is not kid friendly and has a customer rating of 3 out of 5.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a kid friendly italian pub located in the city centre near Rainbow Vegetarian Café. It has a moderate price range and a 3 out of 5 customer rating.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a moderately priced italian pub near Rainbow Vegetarian Café in the riverside area. It is not kid friendly and has a customer rating of 3 out of 5.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a kid friendly italian pub near Rainbow Vegetarian Café in the riverside area with a 3 out of 5 customer rating and a moderate price range.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a highly rated italian pub near Rainbow Vegetarian Café in the city centre. It is not children friendly and has a price range of more than £30.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is an italian pub with a high customer rating. It is located in the city centre near Rainbow Vegetarian Café. It is child friendly and has a price range of more than £30.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is an italian pub with a high customer rating with a price range of more than £30. It is not children friendly and is located in the riverside area near Rainbow Vegetarian Café.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a child friendly italian pub with a high customer rating with a price range of more than £30 near the riverside near Rainbow Vegetarian Café.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a japanese pub located in the city centre near Rainbow Vegetarian Café. It has a customer rating of 3 out of 5 and is not kid friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a family-friendly japanese pub near Rainbow Vegetarian Café in the city centre with a 3 out of 5 customer rating and a price range of £20-25.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a japanese pub near Rainbow Vegetarian Café in the riverside area. It has a customer rating of 3 out of 5 and has a price range of £20-25. It is not kid friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a family friendly japanese pub near Rainbow Vegetarian Café in the riverside area with a 3 out of 5 customer rating and a price range of £20-25.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a japanese pub located in the city centre near Rainbow Vegetarian Café. It has a high customer rating and a price range of £20-25 and is not kid friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a family-friendly japanese pub located in the city centre near Rainbow Vegetarian Café. It has a high customer rating and has a price range of £20-25.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a japanese pub with a high customer rating with a price range of £20-25. It is not kid friendly and is located in the riverside area near Rainbow Vegetarian Café.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a japanese pub with a high customer rating with a price range of £20-25. It is not kid friendly and is located in the riverside area near Raja Indian Cuisine.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a kid friendly japanese pub with a high customer rating in the riverside area near Raja Indian Cuisine.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a cheap japanese pub located in the city centre near Raja Indian Cuisine. It is not family-friendly and has a customer rating of 5 out of 5.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a cheap family friendly japanese pub located in the city centre near Raja Indian Cuisine. It has a customer rating of 5 out of 5.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a cheap japanese pub with a customer rating of 5 out of 5. It is not family friendly and is located in the riverside area near Raja Indian Cuisine.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a cheap family friendly japanese pub near Raja Indian Cuisine in the riverside area with a customer rating of 5 out of 5.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a japanese pub near Raja Indian Cuisine in the city centre. It has a customer rating of 3 out of 5 and is not children friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a child friendly japanese pub located in the city centre near Raja Indian Cuisine. It has a customer rating of 3 out of 5 and is high.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a japanese pub near Raja Indian Cuisine in the riverside area. It has a customer rating of 3 out of 5 and is not children friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a family friendly japanese pub with a high price range with a customer rating of 3 out of 5. It is located in the riverside area near Raja Indian Cuisine.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a cheap japanese pub located in the city centre near Raja Indian Cuisine. It has an average customer rating and is not family-friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a family-friendly japanese pub with a price range of less than £20. It has an average customer rating and is located in the city centre near Raja Indian Cuisine.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a non family-friendly japanese pub with a price range of less than £20. It has an average customer rating and is located in the riverside area near Raja Indian Cuisine.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a family friendly japanese pub with a price range of less than £20. It has an average customer rating and is located in the riverside area near Raja Indian Cuisine.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a non family-friendly japanese pub with a price range of less than £20. It is located in the city centre near Raja Indian Cuisine. Its customer rating is low.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a family-friendly japanese pub with a price range of less than £20. It is located in the city centre near Raja Indian Cuisine. Its customer rating is low.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a japanese pub with a price range of less than £20. It is located in the riverside area near Raja Indian Cuisine. It has a low customer rating and is not family-friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a family friendly japanese pub with a price range of less than £20. It has a low customer rating and is located in the riverside area near Raja Indian Cuisine.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a moderately priced japanese pub with a customer rating of 1 out of 5. It is located in the city centre near Raja Indian Cuisine.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a kid friendly japanese pub with a moderate price range with a customer rating of 1 out of 5. It is located in the city centre near Raja Indian Cuisine.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a child friendly french restaurant near Raja Indian Cuisine in the riverside area with a high price range.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a cheap french restaurant located in the city centre near Raja Indian Cuisine. It is not family-friendly.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a family-friendly french restaurant near Raja Indian Cuisine in the city centre with a price range of less than £20.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a cheap french restaurant near Raja Indian Cuisine in the riverside area. It is not family-friendly.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a family friendly french restaurant near Raja Indian Cuisine in the riverside area with a price range of less than £20.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a moderately priced french restaurant located in the city centre near Raja Indian Cuisine. It is not kid friendly.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a kid friendly french restaurant located in the city centre near Raja Indian Cuisine. It has a moderate price range.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a moderately priced french restaurant near Raja Indian Cuisine in the riverside area. It is not kid friendly.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a kid friendly french restaurant near Raja Indian Cuisine in the riverside area with a moderate price range.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a french restaurant located in the city centre near Raja Indian Cuisine. It is not children friendly and costs more than £30.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a child-friendly french restaurant near Raja Indian Cuisine in the city centre with a price range of more than £30.'
