src	sys_out	BLEU	sentBLEU	NIST	METEOR	ROUGE_L	CIDEr
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a kid friendly japanese pub with a high customer rating in the riverside area near Raja Indian Cuisine.	0.5474	0.5710	6.3547	0.3704	0.5324	1.3346
name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a cheap japanese pub located in the city centre near Raja Indian Cuisine. It is not family-friendly and has a customer rating of 5 out of 5.	0.6252	0.6362	5.8193	0.5342	0.8616	1.3673
name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a cheap family friendly japanese pub located in the city centre near Raja Indian Cuisine. It has a customer rating of 5 out of 5.	0.7465	0.7559	6.0681	0.4977	0.7882	2.5756
name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a cheap japanese pub with a customer rating of 5 out of 5. It is not family friendly and is located in the riverside area near Raja Indian Cuisine.	0.6289	0.6415	5.6109	0.4478	0.5516	2.3622
name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a cheap family friendly japanese pub near Raja Indian Cuisine in the riverside area with a customer rating of 5 out of 5.	0.7697	0.7795	7.2022	0.4644	0.6074	0.8221
name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a japanese pub near Raja Indian Cuisine in the city centre. It has a customer rating of 3 out of 5 and is not children friendly.	0.6759	0.6881	6.3429	0.4463	0.6421	1.7333
name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a child friendly japanese pub located in the city centre near Raja Indian Cuisine. It has a customer rating of 3 out of 5 and is high.	0.6796	0.6909	6.1853	0.4699	0.7480	2.4292
name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a japanese pub near Raja Indian Cuisine in the riverside area. It has a customer rating of 3 out of 5 and is not children friendly.	0.7857	0.7935	6.4458	0.5094	0.6421	2.6721
name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family friendly japanese pub with a high price range with a customer rating of 3 out of 5. It is located in the riverside area near Raja Indian Cuisine.	0.6528	0.6644	7.0280	0.4144	0.5468	0.7231
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a cheap japanese pub located in the city centre near Raja Indian Cuisine. It has an average customer rating and is not family-friendly.	0.5984	0.6136	6.5342	0.4006	0.5887	1.3383
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family-friendly japanese pub with a price range of less than £20. It has an average customer rating and is located in the city centre near Raja Indian Cuisine.	0.4885	0.5072	5.6921	0.4053	0.7097	1.2416
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a non family-friendly japanese pub with a price range of less than £20. It has an average customer rating and is located in the riverside area near Raja Indian Cuisine.	0.7121	0.7212	5.8528	0.4495	0.7426	2.4025
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family friendly japanese pub with a price range of less than £20. It has an average customer rating and is located in the riverside area near Raja Indian Cuisine.	0.6382	0.6506	6.9557	0.4434	0.5000	1.4009
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a non family-friendly japanese pub with a price range of less than £20. It is located in the city centre near Raja Indian Cuisine. Its customer rating is low.	0.5721	0.5861	5.4590	0.4437	0.5114	1.2818
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family-friendly japanese pub with a price range of less than £20. It is located in the city centre near Raja Indian Cuisine. Its customer rating is low.	0.6425	0.6544	5.8300	0.4503	0.7049	1.8005
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a japanese pub with a price range of less than £20. It is located in the riverside area near Raja Indian Cuisine. It has a low customer rating and is not family-friendly.	0.8319	0.8370	7.4664	0.5087	0.6736	2.1068
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family friendly japanese pub with a price range of less than £20. It has a low customer rating and is located in the riverside area near Raja Indian Cuisine.	0.3931	0.4175	6.0332	0.4194	0.6516	0.6224
name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a moderately priced japanese pub with a customer rating of 1 out of 5. It is located in the city centre near Raja Indian Cuisine.	0.7114	0.7228	6.2614	0.4211	0.5579	1.5315
name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a kid friendly japanese pub with a moderate price range with a customer rating of 1 out of 5. It is located in the city centre near Raja Indian Cuisine.	0.7882	0.7947	5.6509	0.5579	0.6600	3.3701
name[The Vaults], eatType[restaurant], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a child friendly french restaurant near Raja Indian Cuisine in the riverside area with a high price range.	0.6304	0.6503	5.6588	0.4040	0.5714	2.1212
name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a cheap french restaurant located in the city centre near Raja Indian Cuisine. It is not family-friendly.	0.8767	0.8786	4.2682	0.4235	0.7145	1.0152
name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family-friendly french restaurant near Raja Indian Cuisine in the city centre with a price range of less than £20.	0.8129	0.8220	5.9971	0.4720	0.8428	2.4769
name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a cheap french restaurant near Raja Indian Cuisine in the riverside area. It is not family-friendly.	0.7198	0.7359	5.0667	0.3852	0.5670	0.7985
name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family friendly french restaurant near Raja Indian Cuisine in the riverside area with a price range of less than £20.	0.7895	0.7991	7.5219	0.5129	0.7067	1.5572
name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a moderately priced french restaurant located in the city centre near Raja Indian Cuisine. It is not kid friendly.	0.5410	0.5630	5.2608	0.3555	0.5469	1.3056
name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a kid friendly french restaurant located in the city centre near Raja Indian Cuisine. It has a moderate price range.	0.4360	0.4548	4.5231	0.3855	0.6273	1.4891
name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a moderately priced french restaurant near Raja Indian Cuisine in the riverside area. It is not kid friendly.	0.6526	0.6703	5.8524	0.4430	0.7064	1.6806
name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a kid friendly french restaurant near Raja Indian Cuisine in the riverside area with a moderate price range.	0.5288	0.5558	6.4423	0.4211	0.7027	1.2222
name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a french restaurant located in the city centre near Raja Indian Cuisine. It is not children friendly and costs more than £30.	0.5746	0.5900	5.6686	0.4563	0.6446	1.3941
name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a child-friendly french restaurant near Raja Indian Cuisine in the city centre with a price range of more than £30.	0.8094	0.8182	5.5808	0.4824	0.7761	2.9206
name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a french restaurant near Raja Indian Cuisine in the riverside area. It is not children friendly and costs more than £30.	0.4094	0.4376	4.7608	0.4253	0.5326	1.2469
name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a child friendly french restaurant near Raja Indian Cuisine in the riverside area with a price range of more than £30.	0.5841	0.6039	6.3702	0.4120	0.6158	1.3644
name[The Vaults], eatType[restaurant], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults provides indian food in the £20-25 price range. It is located in riverside near Raja Indian Cuisine.	0.4798	0.5125	5.4778	0.3757	0.6088	1.1017
name[The Vaults], eatType[restaurant], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults provides indian food in the cheap price range. It is located in the riverside. It is near Raja Indian Cuisine.	0.9016	0.9058	6.3062	0.5135	0.8834	2.3732
name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults provides indian food in the high price range. It is located in the city centre. It is near Raja Indian Cuisine.	0.6087	0.6263	6.0494	0.4052	0.6595	1.4546
name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a high priced indian restaurant in the city centre near Raja Indian Cuisine.	0.4012	0.4206	1.7010	0.3615	0.6304	0.7214
name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a child friendly pub that serves indian food in the high price range in the city centre near Raja Indian Cuisine.	0.1724	0.1971	1.8230	0.3229	0.3608	0.3482
name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a high priced indian pub near Raja Indian Cuisine in the riverside area. It is not children friendly.	0.5461	0.5710	4.9776	0.4031	0.7093	1.4652
name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a child friendly pub that serves indian food in the high price range. It is located in the riverside area near Raja Indian Cuisine.	0.6620	0.6766	6.0133	0.4886	0.7673	2.1123
name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a cheap indian pub located in the city centre near Raja Indian Cuisine. It is not family friendly.	0.6927	0.7100	5.1654	0.4632	0.5742	1.4885
name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a family friendly pub that serves indian food for less than £20. It is located in the city centre near Raja Indian Cuisine.	0.6019	0.6155	5.1177	0.4066	0.7807	2.7890
name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a cheap indian pub near Raja Indian Cuisine in the riverside area. It is not family friendly.	0.5921	0.6126	5.1081	0.3507	0.7155	1.3020
name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a family friendly pub that provides indian food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine.	0.9013	0.9044	6.7001	0.6245	0.9237	2.3335
name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a pub providing indian food in the moderate price range. It is located in the city centre. It is near Raja Indian Cuisine.	0.5636	0.5755	5.5771	0.4553	0.6714	1.1678
name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a kid friendly pub serving indian food in the moderate price range. It is located in the city centre near Raja Indian Cuisine.	0.7228	0.7346	5.6819	0.4896	0.7655	3.3046
name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a pub providing indian food in the moderate price range. It is located in the riverside area near the Raja Indian Cuisine.	0.9595	0.9610	6.0782	0.5748	0.9200	4.6479
name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a kid friendly pub that serves indian food in the moderate price range. It is located in the riverside area near Raja Indian Cuisine.	0.8466	0.8527	6.4452	0.5135	0.7456	2.7783
name[The Waterman], eatType[pub], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a pub providing indian food in the more than £30 price range. It is located in the riverside. It is near Raja Indian Cuisine.	0.5179	0.5364	5.6962	0.4437	0.7084	1.5438
name[The Waterman], eatType[pub], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a kid friendly italian pub near Raja Indian Cuisine in the riverside area with a price range of £20-25.	0.6769	0.6916	4.9452	0.4388	0.4839	1.5736
name[The Waterman], eatType[pub], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a cheap family friendly italian pub near Raja Indian Cuisine in the riverside area.	0.5291	0.5534	2.8696	0.4857	0.6516	2.0296
name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a high priced italian pub located in the city centre near Raja Indian Cuisine. It is not children friendly.	0.6778	0.6935	6.3287	0.5040	0.6921	2.5381
name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a child friendly italian pub near Raja Indian Cuisine in the city centre with a high price range.	0.5744	0.5938	4.9315	0.4357	0.6587	2.4189
name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a high priced italian pub near Raja Indian Cuisine in the riverside area. It is not children friendly.	0.6465	0.6651	5.3247	0.4148	0.5483	2.1139
name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a child friendly italian pub near Raja Indian Cuisine in the riverside area with a high price range.	0.7959	0.8044	6.6781	0.4926	0.7214	2.1004
name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a cheap italian pub near Raja Indian Cuisine in the city centre. It is not family-friendly.	0.7151	0.7257	4.0965	0.5154	0.7657	1.8395
name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a family-friendly italian pub near Raja Indian Cuisine in the city centre with a price range of less than £20.	0.8907	0.8958	6.7543	0.5627	0.9398	3.5364
name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a cheap italian pub near Raja Indian Cuisine in the riverside area. It is not family-friendly.	0.2699	0.3102	2.8928	0.2810	0.4682	0.8999
name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a high priced indian restaurant in the city centre near Raja Indian Cuisine.	0.1061	0.1206	0.2602	0.2367	0.3307	0.0123
name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman provides indian food in the high price range. It is located in the riverside area near Raja Indian Cuisine.	0.8524	0.8594	5.7059	0.4662	0.8133	1.3836
name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman provides indian food in the high price range. It is located in the riverside. It is near Raja Indian Cuisine.	0.6060	0.6287	6.1967	0.3722	0.6539	1.9801
name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a restaurant providing indian food in the less than £20 price range. It is located in the city centre. It is near Raja Indian Cuisine.	0.8342	0.8402	6.9093	0.4803	0.8449	2.1102
name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman provides indian food in the less than £20 price range. It is located in the city centre. It is near Raja Indian Cuisine.	0.8756	0.8777	5.3259	0.5359	0.9002	4.0663
name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a cheap indian restaurant near Raja Indian Cuisine in the riverside area. It is not family friendly.	0.5921	0.6126	5.1081	0.3507	0.7155	1.2933
name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman provides indian food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine.	0.9096	0.9131	6.3734	0.5304	0.8965	2.4633
name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman provides indian food in the moderate price range. It is located in the city centre near Raja Indian Cuisine.	0.7200	0.7332	5.1981	0.4250	0.6277	0.8711
name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a restaurant providing indian food in the moderate price range. It is located in the city centre. It is near Raja Indian Cuisine.	0.6094	0.6260	5.6979	0.3978	0.7051	2.6815
name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a restaurant providing indian food in the moderate price range. It is located in the riverside area near Raja Indian Cuisine.	1.0000	1.0000	6.0069	0.6063	0.9353	4.6874
name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman provides indian food in the moderate price range. It is located in the riverside. It is near the Raja Indian Cuisine.	0.5971	0.6165	5.4094	0.4211	0.6431	1.9502
name[The Waterman], eatType[restaurant], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman provides indian food in the more than £30 price range. It is located in the riverside. It is near Raja Indian Cuisine.	0.3581	0.3935	5.1060	0.3637	0.5862	1.1603
name[The Waterman], eatType[restaurant], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a kid friendly italian restaurant near Raja Indian Cuisine in the riverside area with a price range of £20-25.	0.6769	0.6916	4.9452	0.4388	0.4839	1.5734
name[The Waterman], eatType[restaurant], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a cheap family friendly italian restaurant near Raja Indian Cuisine in the riverside area.	0.5291	0.5534	2.8696	0.4857	0.6516	2.0219
name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a high priced italian restaurant located in the city centre near Raja Indian Cuisine. It is not children friendly.	0.6778	0.6935	6.3287	0.5040	0.6921	2.5216
name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a child friendly italian restaurant located in the city centre near Raja Indian Cuisine.	0.5492	0.5607	3.2514	0.4192	0.7017	1.4074
name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a high priced italian restaurant near Raja Indian Cuisine in the riverside area. It is not children friendly.	0.6465	0.6651	5.3247	0.4148	0.5483	2.1111
name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a child friendly italian restaurant near Raja Indian Cuisine in the riverside area with a high price range.	0.7959	0.8044	6.6781	0.4926	0.7214	2.0956
name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a cheap italian restaurant located in the city centre near Raja Indian Cuisine. It is not family-friendly.	0.8016	0.8095	4.4283	0.5518	0.9500	2.2072
name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a family friendly italian restaurant located in the city centre near Raja Indian Cuisine.	0.3076	0.3492	3.2521	0.3800	0.5165	1.3387
name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a cheap italian restaurant near Raja Indian Cuisine in the riverside area. It is not family-friendly.	0.2699	0.3102	2.8928	0.2810	0.4682	0.9100
name[The Wrestlers], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a cheap italian pub near Raja Indian Cuisine in the riverside area. It is not family-friendly.	0.5890	0.6121	5.7864	0.4280	0.5822	1.2962
name[The Wrestlers], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a family friendly italian pub near Raja Indian Cuisine in the riverside area with a price range of less than £20.	0.2624	0.3057	3.5050	0.3666	0.5742	0.7995
name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a moderately priced italian pub near Raja Indian Cuisine in the city centre. It is not kid friendly.	0.8699	0.8764	6.0420	0.6082	0.8819	3.1099
name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a kid friendly italian pub near Raja Indian Cuisine in the city centre with a moderate price range.	0.5001	0.5239	3.5332	0.4458	0.6667	1.3025
name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a moderately priced italian pub near Raja Indian Cuisine in the riverside area. It is not kid friendly.	0.9224	0.9262	6.8243	0.4208	0.7548	2.1858
name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a kid friendly italian pub near Raja Indian Cuisine in the riverside area with a moderate price range.	0.7605	0.7687	7.5769	0.4854	0.7707	1.5581
name[The Wrestlers], eatType[pub], food[Italian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a child friendly italian pub near Raja Indian Cuisine in the riverside area with a price range of more than £30.	0.6475	0.6646	5.0191	0.4206	0.6567	2.1439
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a kid friendly japanese pub near Raja Indian Cuisine in the riverside area with a price range of £20-25.	0.8069	0.8160	6.8257	0.4326	0.6185	1.5451
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a cheap family friendly japanese pub near Raja Indian Cuisine in the riverside area.	0.6468	0.6698	3.9621	0.4988	0.7313	2.5544
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a child friendly japanese pub near Raja Indian Cuisine in the riverside area with a high price range.	0.6504	0.6709	5.5537	0.4395	0.5799	2.1522
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a cheap japanese pub located in the city centre near Raja Indian Cuisine. It is not family-friendly.	0.6884	0.6978	4.3731	0.3999	0.7809	0.9969
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a family-friendly japanese pub near Raja Indian Cuisine in the city centre with a price range of less than £20.	0.3896	0.4141	4.1473	0.4161	0.5195	1.6813
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a cheap japanese pub near Raja Indian Cuisine in the riverside area. It is not family-friendly.	0.6164	0.6351	5.6748	0.3656	0.6737	1.1611
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a family friendly japanese pub near Raja Indian Cuisine in the riverside area with a price range of less than £20.	0.8823	0.8877	7.7353	0.5430	0.8403	2.0390
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a japanese pub near Raja Indian Cuisine in the city centre. It is not kid friendly and has a moderate price range.	0.6259	0.6430	5.2932	0.4197	0.5200	2.2286
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a japanese pub near Raja Indian Cuisine in the city centre. It is kid friendly and has a moderate price range.	0.6250	0.6426	6.0082	0.4351	0.5821	2.6165
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a japanese pub near Raja Indian Cuisine in the riverside area. It is not kid friendly and has a moderate price range.	0.6573	0.6733	6.9780	0.4709	0.6671	1.6058
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a kid friendly japanese pub near Raja Indian Cuisine in the riverside area with a moderate price range.	0.4692	0.5020	5.3669	0.4228	0.6438	1.4374
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a kid friendly japanese pub with a moderate price range with a customer rating of 1 out of 5. It is located in the city centre near Raja Indian Cuisine.	0.4293	0.4444	4.5914	0.4038	0.5373	2.0364
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a moderately priced japanese pub with a customer rating of 1 out of 5. It is located in the riverside area near Raja Indian Cuisine.	0.5625	0.5811	6.4414	0.4142	0.6715	0.9044
