'name[Blue Spice], eatType[coffee shop], area[city centre]'	'Blue Spice is in city centre and it is a coffee shop.'
'name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Punter is near Raja Indian Cuisine in riverside, it is a chinese restaurant and moderately priced and it is n 't kid friendly.'
'name[The Punter], eatType[restaurant], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is in riverside near Raja Indian Cuisine, it is a chinese restaurant and kid friendly and it is moderately priced.'
'name[The Punter], eatType[restaurant], food[Chinese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is in riverside near Raja Indian Cuisine, it is a chinese restaurant and kid friendly and it costs more than £30.'
'name[The Punter], eatType[restaurant], food[English], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is in riverside near Raja Indian Cuisine with a price range of £20-25 and it is an english restaurant and kid friendly.'
'name[The Punter], eatType[restaurant], food[English], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is in riverside near Raja Indian Cuisine, it is cheap and an english restaurant and it is kid friendly.'
'name[The Punter], eatType[restaurant], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Punter is in city centre near Raja Indian Cuisine, it is an english restaurant and expensive and it is n 't family friendly.'
'name[The Punter], eatType[restaurant], food[English], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is in city centre near Raja Indian Cuisine, it is an english restaurant and kid friendly and it is expensive.'
'name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Punter is in riverside near Raja Indian Cuisine, it is an english restaurant and expensive and it is n 't kid friendly.'
'name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Punter is in riverside near Raja Indian Cuisine, it is an english restaurant and kid friendly and it is expensive.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is cheap, an indian restaurant and family friendly with an average rating, it is near Express by Holiday Inn in city centre and it is a restaurant.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is an indian restaurant and cheap with an average rating, it is near Express by Holiday Inn in riverside and it is n 't kid friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is cheap, an indian restaurant and family friendly with an average rating, it is near Express by Holiday Inn in riverside and it is a restaurant.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is in city centre near Express by Holiday Inn with a 1 out of 5 rating, it is an indian restaurant and expensive and it is n 't family friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is expensive, an indian restaurant and kid friendly with a 1 out of 5 rating, it is in city centre near Express by Holiday Inn and it is a restaurant.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is in riverside near Express by Holiday Inn with a 1 out of 5 rating, it is an indian restaurant and expensive and it is n 't kid friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is in riverside near Express by Holiday Inn with a 1 out of 5 rating, it is an indian restaurant and expensive and it is kid friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is in city centre near Express by Holiday Inn with an average rating, it is an indian restaurant and expensive and it is n 't family friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is in city centre near Express by Holiday Inn with an average rating, it is an indian restaurant and kid friendly and it is expensive.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is in riverside near Express by Holiday Inn with an average rating, it is an indian restaurant and expensive and it is n 't kid friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is in riverside near Express by Holiday Inn with an average rating, it is an indian restaurant and kid friendly and it is expensive.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter costs less than £20 with a low rating, it is near Express by Holiday Inn in city centre, it is an indian restaurant and it is n 't family friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter costs less than £20 with a low rating, it is near Express by Holiday Inn in city centre and it is an indian restaurant and family friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter costs less than £20 with a low rating, it is near Express by Holiday Inn in riverside, it is an indian restaurant and it is n 't kid friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter costs less than £20 with a low rating, it is near Express by Holiday Inn in riverside, it is an indian restaurant and family friendly and it is a restaurant.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is in city centre near Express by Holiday Inn with a 1 out of 5 rating, it is an indian restaurant and moderately priced and it is n 't kid friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is moderately priced, an indian restaurant and kid friendly with a 1 out of 5 rating, it is in city centre near Express by Holiday Inn and it is a restaurant.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is in riverside near Express by Holiday Inn with a 1 out of 5 rating, it is an indian restaurant and moderately priced and it is n 't kid friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is in riverside near Express by Holiday Inn with a 1 out of 5 rating, it is moderately priced and an indian restaurant and it is kid friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is in city centre near Express by Holiday Inn with a 3 out of 5 rating, it is an indian restaurant and moderately priced and it is n 't kid friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is moderately priced, an indian restaurant and kid friendly with a 3 out of 5 rating, it is in city centre near Express by Holiday Inn and it is a restaurant.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is an indian restaurant and moderately priced with a 3 out of 5 rating, it is near Express by Holiday Inn in riverside and it is n 't kid friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is in riverside near Express by Holiday Inn with a 3 out of 5 rating, it is moderately priced and an indian restaurant and it is kid friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter costs more than £30 with a high rating, it is in city centre near Express by Holiday Inn, it is an indian restaurant and it is n 't family friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter costs more than £30 with a high rating, it is near Express by Holiday Inn in city centre and it is an indian restaurant and family friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter costs more than £30 with a high rating, it is near Express by Holiday Inn in riverside, it is an indian restaurant and it is n 't kid friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter costs more than £30 with a high rating, it is near Express by Holiday Inn in riverside, it is an indian restaurant and it is kid friendly.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is an italian restaurant with a price range of £20-25 with a high rating, it is near Express by Holiday Inn in city centre and it is n 't kid friendly.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is in city centre near Express by Holiday Inn with a high rating with a price range of £20-25, it is an italian restaurant and family friendly.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is an italian restaurant with a price range of £20-25 with a high rating, it is near Express by Holiday Inn in riverside and it is n 't kid friendly.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is in riverside near Express by Holiday Inn with a high rating with a price range of £20-25, it is an italian restaurant and kid friendly.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is in city centre near Express by Holiday Inn with a 5 out of 5 rating, it is an italian restaurant and cheap and it is n 't family friendly.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Punter is in city centre near Rainbow Vegetarian Café with a 5 out of 5 rating, it is an italian restaurant and cheap and it is n 't family friendly.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Punter is in city centre near Rainbow Vegetarian Café with a 5 out of 5 rating, it is an italian restaurant and family friendly and it is cheap.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Punter is in riverside near Rainbow Vegetarian Café with a 5 out of 5 rating, it is an italian restaurant and cheap and it is n 't family friendly.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Punter is in riverside near Rainbow Vegetarian Café with a 5 out of 5 rating, it is cheap and an italian restaurant and it is kid friendly.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Punter is an italian restaurant and cheap with an average rating, it is near Rainbow Vegetarian Café in city centre and it is n 't family friendly.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Punter is in city centre near Rainbow Vegetarian Café with an average rating, it is cheap and an italian restaurant and it is kid friendly.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Punter is in riverside near Rainbow Vegetarian Café with an average rating, it is an italian restaurant and cheap and it is n 't family friendly.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Punter is in riverside near Rainbow Vegetarian Café with an average rating, it is cheap and an italian restaurant and it is kid friendly.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Punter is in city centre near Rainbow Vegetarian Café with a 1 out of 5 rating, it is an italian restaurant and expensive and it is n 't family friendly.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Punter is in city centre near Rainbow Vegetarian Café with a 1 out of 5 rating, it is an italian restaurant and expensive and it is kid friendly.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Punter is in riverside near Rainbow Vegetarian Café with a 1 out of 5 rating, it is an italian restaurant and expensive and it is n 't kid friendly.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Punter is in riverside near Rainbow Vegetarian Café with a 1 out of 5 rating, it is an italian restaurant and expensive and it is kid friendly.'
'name[The Vaults], eatType[pub], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a french restaurant, expensive and kid friendly, it is in riverside near Raja Indian Cuisine and it is a pub.'
'name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a pub, it costs less than £20, it 's in city centre near Raja Indian Cuisine, it is a french restaurant and it is n 't kid friendly.'
'name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults costs less than £20, it 's near Raja Indian Cuisine in city centre, it is a pub and it is family friendly and a french restaurant.'
'name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a pub, it costs less than £20, it 's near Raja Indian Cuisine in riverside, it is a french restaurant and it is n 't kid friendly.'
'name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults costs less than £20, it 's near Raja Indian Cuisine in riverside, it is a pub and it is family friendly and a french restaurant.'
'name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a french restaurant and moderately priced, it is in city centre near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.'
'name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a french restaurant, kid friendly and moderately priced, it is near Raja Indian Cuisine in city centre and it is a pub.'
'name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a french restaurant and moderately priced, it is in riverside near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.'
'name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a french restaurant, kid friendly and moderately priced, it is in riverside near Raja Indian Cuisine and it is a pub.'
'name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults costs more than £30, it 's a french restaurant, it is in city centre near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.'
'name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults costs more than £30, it 's in city centre near Raja Indian Cuisine, it is a french restaurant and family friendly and it is a pub.'
'name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults costs more than £30, it 's a french restaurant, it is in riverside near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.'
'name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults costs more than £30, it 's near Raja Indian Cuisine in riverside, it is a french restaurant and kid friendly and it is a pub.'
'name[The Vaults], eatType[pub], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is in riverside near Raja Indian Cuisine with a price range of £20-25, it is an indian restaurant and kid friendly and it is a pub.'
'name[The Vaults], eatType[pub], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is cheap, an indian restaurant and kid friendly, it is near Raja Indian Cuisine in riverside and it is a pub.'
'name[The Vaults], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is an indian restaurant and expensive, it is in city centre near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.'
'name[The Vaults], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is in city centre near Raja Indian Cuisine, it is a pub, it is an indian restaurant and kid friendly and it is expensive.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is an italian restaurant and expensive with an average rating, it is in city centre near Rainbow Vegetarian Café, it is a pub and it is n 't kid friendly.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is in city centre near Rainbow Vegetarian Café with an average rating, it is an italian restaurant, kid friendly and expensive and it is a pub.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is an italian restaurant and expensive with an average rating, it is in riverside near Rainbow Vegetarian Café, it is a pub and it is n 't kid friendly.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is in riverside near Rainbow Vegetarian Café with an average rating, it is an italian restaurant, expensive and kid friendly and it is a pub.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is an italian restaurant with a low rating, it is in city centre near Rainbow Vegetarian Café, it is a pub, it is n 't family friendly and it costs less than £20.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults costs less than £20 with a low rating, it is near Rainbow Vegetarian Café in city centre, it is a pub and it is family friendly and an italian restaurant.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is an italian restaurant with a low rating, it is in riverside near Rainbow Vegetarian Café, it is a pub, it is n 't family friendly and it costs less than £20.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults costs less than £20 with a low rating, it is near Rainbow Vegetarian Café in riverside, it is a pub and it is family friendly and an italian restaurant.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is in city centre near Rainbow Vegetarian Café with a 1 out of 5 rating, it is a pub, it is an italian restaurant and moderately priced and it is n 't kid friendly.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is in city centre near Rainbow Vegetarian Café with a 1 out of 5 rating, it is kid friendly, an italian restaurant and moderately priced and it is a pub.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is in riverside near Rainbow Vegetarian Café with a 1 out of 5 rating, it is moderately priced and an italian restaurant, it is a pub and it is n 't kid friendly.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is in riverside near Rainbow Vegetarian Café with a 1 out of 5 rating, it is kid friendly, an italian restaurant and moderately priced and it is a pub.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is in city centre near Rainbow Vegetarian Café with a 3 out of 5 rating, it is a pub, it is an italian restaurant and moderately priced and it is n 't kid friendly.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is in city centre near Rainbow Vegetarian Café with a 3 out of 5 rating, it is a pub, it is kid friendly and an italian restaurant and it is moderately priced.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is moderately priced and an italian restaurant with a 3 out of 5 rating, it is in riverside near Rainbow Vegetarian Café, it is a pub and it is n 't kid friendly.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is in riverside near Rainbow Vegetarian Café with a 3 out of 5 rating, it is a pub and it is moderately priced, an italian restaurant and kid friendly.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is an italian restaurant with a high rating, it is in city centre near Rainbow Vegetarian Café, it is a pub, it is n 't kid friendly and it costs more than £30.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is in city centre near Rainbow Vegetarian Café with a high rating, it is a pub, it is an italian restaurant and family friendly and it costs more than £30.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is an italian restaurant with a high rating, it is in riverside near Rainbow Vegetarian Café, it is a pub, it is n 't kid friendly and it costs more than £30.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults costs more than £30 with a high rating, it is in riverside near Rainbow Vegetarian Café, it is an italian restaurant and kid friendly and it is a pub.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a japanese restaurant with a 3 out of 5 rating with a price range of £20-25, it is in city centre near Rainbow Vegetarian Café, it is a pub and it is n 't kid friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a japanese place and kid friendly with a 3 out of 5 rating with a price range of £20-25, it is in city centre near Rainbow Vegetarian Café and it is a pub.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a japanese restaurant with a 3 out of 5 rating with a price range of £20-25, it is in riverside near Rainbow Vegetarian Café, it is a pub and it is n 't kid friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a japanese place and kid friendly with a 3 out of 5 rating with a price range of £20-25, it is in riverside near Rainbow Vegetarian Café and it is a pub.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a japanese restaurant with a high rating with a price range of £20-25, it is in city centre near Rainbow Vegetarian Café, it is a pub and it is n 't kid friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a japanese place and kid friendly with a high rating with a price range of £20-25, it is in city centre near Rainbow Vegetarian Café and it is a pub.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a japanese restaurant with a high rating with a price range of £20-25, it is in riverside near Rainbow Vegetarian Café, it is a pub and it is n 't kid friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a japanese restaurant with a high rating with a price range of £20-25, it is in riverside near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a japanese place and kid friendly with a high rating with a price range of £20-25, it is in riverside near Raja Indian Cuisine and it is a pub.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a japanese restaurant and cheap with a 5 out of 5 rating, it is in city centre near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is in city centre near Raja Indian Cuisine with a 5 out of 5 rating, it is a japanese restaurant, kid friendly and cheap and it is a pub.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a japanese restaurant and cheap with a 5 out of 5 rating, it is a pub, it is near Raja Indian Cuisine in riverside and it is n 't kid friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is in riverside near Raja Indian Cuisine with a 5 out of 5 rating, it is a japanese restaurant, kid friendly and cheap and it is a pub.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is in city centre near Raja Indian Cuisine with a 3 out of 5 rating, it is a pub, it is a japanese restaurant and expensive and it is n 't kid friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is in city centre near Raja Indian Cuisine with a 3 out of 5 rating, it is a japanese restaurant, kid friendly and expensive and it is a pub.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a japanese restaurant and expensive with a 3 out of 5 rating, it is in riverside near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.'
