'name[Blue Spice], eatType[coffee shop], area[city centre]'	'In the city centre Blue Spice is a coffee shop with a price range of more than £30.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is a restaurant providing indian food in the high price range. It is located in the city centre. It is located near Express by Holiday Inn. It has a customer rating of 1 out of 5 and is children friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is a restaurant providing indian food in the high price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is a restaurant providing indian food in the high price range. It is located in the riverside. It is located near Express by Holiday Inn. It has a customer rating of 1 out of 5 and is child friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is a restaurant providing indian food in the high price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is average.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is a restaurant providing indian food in the high price range. It is located in the city centre near Express by Holiday Inn. Its customer rating is average.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is a restaurant providing indian food in the high price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is average.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter provides indian food in the high price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is average.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is a restaurant providing indian food in the less than £20 price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is low.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter provides indian food in the less than £20 price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is low.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is a restaurant providing indian food in the less than £20 price range. It is located in the riverside near Express by Holiday Inn. Its customer rating is low.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter provides indian food in the less than £20 price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is low.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is a restaurant that provides indian food in the moderate price range. It is located in the city centre near Express by Holiday Inn. It has a customer rating of 1 out of 5 and is not kid friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is a restaurant providing indian food in the moderate price range. It is located in the city centre. It has a customer rating of 1 out of 5. It is located near Express by Holiday Inn and is kid friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is a restaurant providing indian food in the moderate price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 1 out of 5 and it is not kid friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is a restaurant providing indian food in the moderate price range. It is located in the riverside. It has a customer rating of 1 out of 5. It is located near Express by Holiday Inn and is kid friendly.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is a restaurant providing indian food in the moderate price range. It is located in the city centre. It is located near Express by Holiday Inn. Its customer rating is 3 out of 5.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is a restaurant providing indian food in the moderate price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is 3 out of 5.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is a restaurant providing indian food in the moderate price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 3 out of 5.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is a restaurant providing indian food in the moderate price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is 3 out of 5.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is a restaurant providing indian food in the more than £30 price range, it is located in the city centre. It is near Express by Holiday Inn. Its customer rating is high.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter provides indian food in the more than £30 price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is high.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is a restaurant providing indian food in the more than £30 price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is high.'
'name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter provides indian food in the more than £30 price range. It is located in the riverside. It is near Express by Holiday Inn. It has a high customer rating.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is an italian restaurant located in the city centre near Express by Holiday Inn with a high customer rating and a price range of £20-25. It is not child friendly.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is a kid friendly italian restaurant in the city centre near Express by Holiday Inn with a high customer rating and a price range of £20-25.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is a restaurant providing italian food in the price range of £20-25. It is located in the riverside near Express by Holiday Inn. It is not kid friendly and has a high customer rating.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]'	'The Punter is a kid friendly italian restaurant in the riverside area near Express by Holiday Inn with a high customer rating and a price range of £20-25.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]'	'The Punter is a restaurant providing italian food in the cheap price range. It is located in the city centre near Express by Holiday Inn. It is not family-friendly and has a customer rating of 5 out of 5.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Punter is a cheap italian restaurant with a customer rating of 5 out of 5. It is located in the city centre near Rainbow Vegetarian Café and is not family-friendly.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Punter is a cheap, family-friendly italian restaurant in the city centre near Rainbow Vegetarian Café with a customer rating of 5 out of 5.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Punter is a cheap italian restaurant in the riverside area near the Rainbow Vegetarian Café. It has a customer rating of 5 out of 5 and is not family-friendly.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Punter is a cheap, family-friendly italian restaurant in the riverside area near Rainbow Vegetarian Café with a customer rating of 5 out of 5.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Punter is a restaurant providing italian food in the cheap price range. It is located in the city centre near Rainbow Vegetarian Café. It is not family-friendly and has an average customer rating.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Punter is a cheap, family-friendly, italian restaurant in the city centre near the Rainbow Vegetarian Café. It has an average customer rating.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Punter is a cheap italian restaurant in the riverside area near Rainbow Vegetarian Café. It is not family-friendly and has an average customer rating.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Punter is a cheap, family-friendly italian restaurant in the riverside area near Rainbow Vegetarian Café with an average customer rating.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Punter is a non-children friendly italian restaurant in the city centre near Rainbow Vegetarian Café with a high price range and a customer rating of 1 out of 5.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Punter is a children friendly italian restaurant in the city centre near Rainbow Vegetarian Café with a high price range and a customer rating of 1 out of 5.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Punter is a non-children friendly italian restaurant in the riverside area near Rainbow Vegetarian Café with a high price range and a customer rating of 1 out of 5.'
'name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Punter is a children friendly italian restaurant in the riverside area near Rainbow Vegetarian Café. It has a customer rating of 1 out of 5 and a high price range.'
'name[The Vaults], eatType[pub], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a children friendly french pub in the riverside area near Raja Indian Cuisine with a high price range.'
'name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a non-family-friendly pub that serves french food for less than £20. It is located in the city centre near Raja Indian Cuisine.'
'name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a family-friendly french pub in the city centre near Raja Indian Cuisine with prices less than £20.'
'name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a french pub near Raja Indian Cuisine in the riverside area. It is not family-friendly and costs less than £20.'
'name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a family-friendly french pub in the riverside area near the Raja Indian Cuisine. It has a price range of less than £20.'
'name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a moderately priced french pub located in the city centre near Raja Indian Cuisine. It is not kid friendly.'
'name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a pub providing french food in the moderate price range. It is located in the city centre near Raja Indian Cuisine and is child friendly.'
'name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a french pub near Raja Indian Cuisine in the riverside area. It is not kid friendly and has a moderate price range.'
'name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a french pub with a moderate price range. It is kid friendly and located near Raja Indian Cuisine in the riverside area.'
'name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a french pub located in the city centre near Raja Indian Cuisine. It is not child friendly and costs more than £30.'
'name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a children friendly french pub in the city centre near Raja Indian Cuisine. The price range is more than £30.'
'name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a french pub in the riverside area near the Raja Indian Cuisine. It is not children friendly and has a price range of more than £30.'
'name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a french pub in the riverside area near Raja Indian Cuisine. It is child friendly and costs more than £30.'
'name[The Vaults], eatType[pub], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a kid friendly pub that serves indian food in the £20-25 price range. It is located in the riverside area near Raja Indian Cuisine.'
'name[The Vaults], eatType[pub], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a cheap, family friendly indian pub in the riverside area near Raja Indian Cuisine.'
'name[The Vaults], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a pub that provides indian food in the high price range. It is located in the city centre near Raja Indian Cuisine and is not child friendly.'
'name[The Vaults], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a children friendly indian pub in the high price range located in the city centre near Raja Indian Cuisine.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is an italian pub located in the city centre near Rainbow Vegetarian Café. It has an average customer rating, is not children friendly and has a high price range.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a children-friendly italian pub located in the city centre near Rainbow Vegetarian Café. It has an average customer rating and a high price range.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is an italian pub in the riverside area near the Rainbow Vegetarian Café. It has an average customer rating, is not children friendly and has a high price range.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a children friendly italian pub in the riverside area near Rainbow Vegetarian Café. It has an average customer rating and a high price range.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a non-family-friendly italian pub near Rainbow Vegetarian Café in the city centre with a low customer rating and a price range of less than £20.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a family-friendly italian pub near Rainbow Vegetarian Café in the city centre with a low customer rating and a price range of less than £20.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a non-family-friendly italian restaurant in the riverside area near the Rainbow Vegetarian Café with a low customer rating and a price range of less than £20.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a family friendly italian restaurant in the riverside area near Rainbow Vegetarian Café with a low customer rating and a price range of less than £20.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a moderately priced italian pub located in the city centre near Rainbow Vegetarian Café. It is not kid friendly and has a customer rating of 1 out of 5.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a family-friendly italian pub in the city centre near Rainbow Vegetarian Café with a moderate price range and a customer rating of 1 out of 5.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a moderately priced italian pub in the riverside area near Rainbow Vegetarian Café. It has a customer rating of 1 out of 5 and is not child friendly.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a restaurant providing italian food in the moderate price range. It is located in the riverside area near Rainbow Vegetarian Café. It is kid friendly and has a customer rating of 1 out of 5.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a moderately priced italian pub located in the city centre near Rainbow Vegetarian Café. It is not kid friendly and has a customer rating of 3 out of 5.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a kid friendly italian pub located in the city centre near Rainbow Vegetarian Café. It has a customer rating of 3 out of 5 and a moderate price range.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is an italian pub in the riverside area near the Rainbow Vegetarian Café. It has a customer rating of 3 out of 5, is moderately priced and is not kid friendly.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is an italian pub located in the riverside area near the Rainbow Vegetarian Café. It has a customer rating of 3 out of 5, is kid friendly and moderately priced.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a non-children friendly italian pub located in the city centre near Rainbow Vegetarian Café with a high customer rating and a price range of more than £30.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a family-friendly italian pub in the city centre near Rainbow Vegetarian Café with a high customer rating and a price range of more than £30.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a non-children friendly italian pub with a high customer rating and a price range of more than £30. It is located in the riverside area near Rainbow Vegetarian Café.'
'name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a children friendly italian pub in the riverside area near Rainbow Vegetarian Café with a high customer rating and a price range of more than £30.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a japanese pub located near Rainbow Vegetarian Café in the city centre with a price range of £20-25. It is not kid friendly and has a customer rating of 3 out of 5.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a kid friendly japanese pub located in the city centre near Rainbow Vegetarian Café. It has a customer rating of 3 out of 5 and a price range of £20-25.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a japanese pub with a customer rating of 3 out of 5 and a price range of £20-25. It is located in the riverside area near Rainbow Vegetarian Café and is not child friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a japanese pub with a customer rating of 3 out of 5 and a price range of £20-25. It is kid friendly and located in the riverside area near Rainbow Vegetarian Café.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a japanese pub with a high customer rating and a price range of £20-25. It is located in the city centre near Rainbow Vegetarian Café and is not kid friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]'	'The Vaults is a kid friendly japanese pub in the city centre near Rainbow Vegetarian Café with a high customer rating and a price range of £20-25.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]'	'The Vaults is a japanese pub with a high customer rating and a price range of £20-25. It is located in the riverside area near Rainbow Vegetarian Café and is not kid friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a japanese pub with a high customer rating and a price range of £20-25. It is located in the riverside area near Raja Indian Cuisine and is not kid friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a kid friendly japanese pub with a high customer rating and a price range of £20-25. It is located in the riverside area near Raja Indian Cuisine.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a japanese pub located in the city centre near Raja Indian Cuisine. It is not family-friendly, has a customer rating of 5 out of 5 and a cheap price range.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a family-friendly japanese pub in the city centre near Raja Indian Cuisine with a cheap price range and a customer rating of 5 out of 5.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a japanese pub located near Raja Indian Cuisine in the riverside area. It is not family-friendly, has a customer rating of 5 out of 5 and a cheap price range.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a cheap family friendly japanese pub in the riverside area near Raja Indian Cuisine. It has a customer rating of 5 out of 5.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a japanese pub located in the city centre near Raja Indian Cuisine. It has a customer rating of 3 out of 5 and is not children friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a japanese pub located in the city centre near Raja Indian Cuisine. It is children friendly and has a customer rating of 3 out of 5. The price range is high.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a japanese pub in the riverside area near the Raja Indian Cuisine. It has a customer rating of 3 out of 5 and is not children friendly.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a japanese pub in the riverside area near the Raja Indian Cuisine. It has a customer rating of 3 out of 5, is children friendly and has a high price range.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a japanese pub located in the city centre near the Raja Indian Cuisine. It has an average customer rating, is not family-friendly and costs less than £20.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a family-friendly pub serving japanese food in the less than £20 price range. It is located in the city centre near Raja Indian Cuisine and has an average customer rating.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a non-family-friendly pub serving japanese food in the riverside area near the Raja Indian Cuisine with a price range of less than £20 and an average customer rating.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a family friendly pub serving japanese food in the riverside area near Raja Indian Cuisine. It has an average customer rating and a price range of less than £20.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a japanese pub located in the city centre near the Raja Indian Cuisine. It has a low customer rating, is not family-friendly and costs less than £20.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a family-friendly japanese pub in the city centre near Raja Indian Cuisine with a low customer rating and a price range of less than £20.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a japanese pub in the riverside area near the Raja Indian Cuisine. It has a low customer rating, is not family-friendly and costs less than £20.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a family friendly japanese restaurant in the riverside area near the Raja Indian Cuisine. It has a low customer rating and a price range of less than £20.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a moderately priced japanese pub in the city centre near Raja Indian Cuisine. It is not kid friendly and has a customer rating of 1 out of 5.'
'name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a japanese pub located in the city centre near Raja Indian Cuisine. It is kid friendly, moderately priced and poorly rated.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a children friendly french restaurant in the riverside area near Raja Indian Cuisine with a high price range.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Vaults is a restaurant providing french food in the low price range. It is located in the city centre near Raja Indian Cuisine and is not family-friendly.'
'name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Vaults is a family-friendly french restaurant in the city centre near Raja Indian Cuisine with prices less than £20.'
