src	sys_out	BLEU	sentBLEU	NIST	METEOR	ROUGE_L	CIDEr
name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a japanese pub located near Raja Indian Cuisine in the riverside area. It is not child friendly and has a high price range and a customer rating of 3 out of 5.	0.6104	0.6228	5.7831	0.4885	0.7001	2.0737
name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a children friendly japanese pub near Raja Indian Cuisine in the riverside area. It has a high price range and a customer rating of 3 out of 5.	0.6527	0.6655	7.2656	0.4342	0.5997	0.7385
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a cheap japanese pub in the city centre near Raja Indian Cuisine. It is not family-friendly and has an average customer rating.	0.6640	0.6792	6.2093	0.3892	0.5741	1.2427
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family-friendly japanese pub in the city centre near Raja Indian Cuisine. It has an average customer rating and a price range of less than £20.	0.4147	0.4352	5.2700	0.3742	0.4815	1.1825
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a japanese pub located near Raja Indian Cuisine in the riverside area. It is not family-friendly and has an average customer rating.	0.5173	0.5288	4.5958	0.3577	0.3959	0.5551
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family friendly japanese pub in the riverside area near Raja Indian Cuisine. It has an average customer rating and prices less than £20.	0.5978	0.6141	6.3990	0.4396	0.6785	1.2291
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a japanese pub located near Raja Indian Cuisine in the city centre. It has a low customer rating and a price range of less than £20 and is not family-friendly.	0.7121	0.7212	6.4771	0.4509	0.5689	1.6372
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family-friendly japanese pub in the city centre near Raja Indian Cuisine. It has a low customer rating and a price range of less than £20.	0.6614	0.6723	5.6587	0.4440	0.7305	1.9553
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a cheap japanese pub near Raja Indian Cuisine in the riverside area. It is not family-friendly and has a low customer rating.	0.7451	0.7516	5.6698	0.3947	0.6729	0.9934
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family friendly japanese pub near the Raja Indian Cuisine in the riverside area with a low customer rating and a price range of less than £20.	0.3753	0.4044	5.7214	0.3834	0.5587	0.8671
name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a moderately priced japanese pub located in the city centre near Raja Indian Cuisine. It has a customer rating of 1 out of 5 and is not kid friendly.	0.5728	0.5879	6.0668	0.4268	0.6221	1.4877
name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a japanese pub located in the city centre near Raja Indian Cuisine. It is child friendly and has a moderate price range and a customer rating of 1 out of 5.	0.7068	0.7158	5.4649	0.5455	0.8377	2.5245
name[The Vaults], eatType[restaurant], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a children friendly french restaurant in riverside near Raja Indian Cuisine. It has a high price range.	0.4994	0.5289	5.1374	0.4019	0.6314	1.8766
name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a french restaurant located in the city centre near Raja Indian Cuisine. It is not family-friendly and has a price range of less than £20.	0.8391	0.8438	6.4824	0.5481	0.9100	2.4069
name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family-friendly french restaurant in the city centre near Raja Indian Cuisine. It has a price range of less than £20.	0.8637	0.8697	6.6215	0.4958	0.8703	2.5424
name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a french restaurant near Raja Indian Cuisine in the riverside area. It is not family-friendly and has a price range of less than £20.	0.7681	0.7772	7.3683	0.4618	0.5483	1.1448
name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family friendly french restaurant in the riverside area near Raja Indian Cuisine. It has a price range of less than £20.	0.7288	0.7404	7.2465	0.4926	0.7376	1.4465
name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a restaurant providing french food in the moderate price range. It is located in the city centre near Raja Indian Cuisine. It is not kids friendly.	0.6250	0.6380	5.4284	0.4997	0.7883	1.4240
name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a moderately priced french restaurant in the city centre near Raja Indian Cuisine. It is kid friendly.	0.7588	0.7714	5.2564	0.4347	0.6985	1.9724
name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a moderately priced french restaurant near Raja Indian Cuisine in riverside. It is not kid friendly.	0.5217	0.5512	5.6464	0.3942	0.7099	1.5603
name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a kid friendly french restaurant near Raja Indian Cuisine in the riverside area. It has a moderate price range.	0.5252	0.5491	6.0233	0.4197	0.6902	1.2044
name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a french restaurant located in the city centre near Raja Indian Cuisine. It is not child friendly and has a price range of more than £30.	0.6110	0.6259	5.9120	0.5323	0.6376	2.0130
name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a children friendly french restaurant in the city centre near Raja Indian Cuisine. It has a price range of more than £30.	0.7402	0.7512	5.8785	0.4835	0.6366	3.8130
name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a french restaurant near Raja Indian Cuisine in riverside. It is not child friendly and has a price range of more than £30.	0.3297	0.3608	4.6045	0.3891	0.5549	1.2109
name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a children friendly french restaurant in riverside near Raja Indian Cuisine. It has a price range of more than £30.	0.6039	0.6223	6.2978	0.4146	0.6708	1.3657
name[The Vaults], eatType[restaurant], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults provides indian food in the £20-25 price range. It is located in the riverside. It is near Raja Indian Cuisine.	0.4211	0.4514	5.3164	0.3798	0.6203	1.3722
name[The Vaults], eatType[restaurant], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a cheap, family friendly indian restaurant in riverside near Raja Indian Cuisine.	0.5516	0.5745	3.2460	0.4068	0.6472	1.2034
name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is an indian restaurant located in the city centre near Raja Indian Cuisine. It is not child friendly and has a high price range.	0.5047	0.5233	6.1237	0.4122	0.6074	1.4229
name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults provides indian food in the high price range. It is located in the city centre. It is near Raja Indian Cuisine.	0.5593	0.5810	5.2480	0.3823	0.7186	1.8936
name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a pub that provides indian food in the high price range. It is located in the city centre near Raja Indian Cuisine.	0.1909	0.2179	2.3514	0.3009	0.4207	0.4757
name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a pub providing indian food in the high price range. It is located in the riverside. It is near Raja Indian Cuisine.	1.0000	1.0000	6.8228	1.0000	1.0000	2.7625
name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a pub providing indian food in the high price range. It is located in the riverside. It is near Raja Indian Cuisine.	0.6240	0.6419	6.2175	0.3961	0.7067	2.2979
name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a pub providing indian food in the less than £20 price range. It is located in the city centre. It is near Raja Indian Cuisine.	0.8342	0.8402	6.9093	0.4803	0.8449	2.1319
name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a family friendly pub that provides indian food in the less than £20 price range. It is located in the city centre. It is near Raja Indian Cuisine.	0.8468	0.8516	5.5625	0.6279	0.9262	4.3775
name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a cheap indian pub near Raja Indian Cuisine in the riverside area. It is not family friendly.	0.5921	0.6126	5.1081	0.3507	0.7155	1.3020
name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a family friendly pub that provides indian food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine.	0.9013	0.9044	6.7001	0.6245	0.9237	2.3335
name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a pub providing indian food in the moderate price range. It is located in the city centre. It is near Raja Indian Cuisine.	0.5636	0.5755	5.5771	0.4553	0.6714	1.1678
name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a pub providing indian food in the moderate price range. It is located in the city centre. It is near Raja Indian Cuisine.	0.6094	0.6260	5.6979	0.3978	0.7051	2.6608
name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a moderately priced indian pub in the riverside area near Raja Indian Cuisine. It is not kid friendly.	0.7332	0.7420	5.1348	0.5581	0.6931	2.3050
name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a moderately priced indian pub in riverside near Raja Indian Cuisine. It is kid friendly.	0.7718	0.7827	4.8002	0.4831	0.8333	1.9406
name[The Waterman], eatType[pub], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a children friendly pub that provides indian food in the more than £30 price range. It is located in the riverside. It is near Raja Indian Cuisine.	0.3568	0.3844	4.8716	0.4641	0.6417	0.8736
name[The Waterman], eatType[pub], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a kid friendly italian pub in the riverside area near Raja Indian Cuisine. The price range is £20-25.	0.5368	0.5597	4.8218	0.3980	0.5000	1.4285
name[The Waterman], eatType[pub], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a cheap, family friendly italian pub near Raja Indian Cuisine in the riverside area.	0.4404	0.4751	3.2022	0.4857	0.6516	2.0296
name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is an italian pub located in the city centre near Raja Indian Cuisine. It is not child friendly and has a high price range.	0.6555	0.6705	6.3649	0.5026	0.7316	2.0704
name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a children friendly italian pub in the city centre near Raja Indian Cuisine. It has a high price range.	0.7849	0.7955	6.1073	0.4872	0.6818	3.0781
name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is an italian pub near Raja Indian Cuisine in the riverside area. It is not child friendly and has a high price range.	0.4900	0.5139	5.2804	0.4085	0.6283	2.1003
name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a children friendly italian pub near Raja Indian Cuisine in the riverside area. It has a high price range.	0.8647	0.8711	7.2718	0.5283	0.7525	2.2806
name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is an italian pub located in the city centre near Raja Indian Cuisine. It is not family-friendly and has a price range of less than £20.	0.6176	0.6326	5.9417	0.4473	0.8100	2.3586
name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a family-friendly pub serving italian food in the less than £20 price range. It is located in the city centre near Raja Indian Cuisine.	0.5311	0.5522	5.7688	0.4281	0.6284	1.7212
name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a cheap italian pub near Raja Indian Cuisine in riverside. It is not family-friendly.	0.2546	0.2922	2.3107	0.2697	0.4868	0.6372
name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a restaurant that provides indian food in the high price range. It is located in the city centre. It is near Raja Indian Cuisine.	0.2676	0.2892	3.0243	0.3095	0.4413	0.8074
name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a restaurant providing indian food in the high price range. It is located in the riverside. It is near Raja Indian Cuisine.	1.0000	1.0000	6.8228	1.0000	1.0000	2.7755
name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a children friendly indian restaurant in the riverside area near Raja Indian Cuisine. It has a high price range.	0.8663	0.8726	6.6983	0.5155	0.7006	2.9770
name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a restaurant providing indian food in the less than £20 price range. It is located in the city centre. It is near Raja Indian Cuisine.	0.8342	0.8402	6.9093	0.4803	0.8449	2.1102
name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a family friendly restaurant that provides indian food in the less than £20 price range. It is located in the city centre. It is near Raja Indian Cuisine.	0.8468	0.8516	5.5625	0.6279	0.9262	4.4980
name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a restaurant providing indian food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine.	0.3777	0.4058	5.1606	0.3792	0.6329	1.9459
name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a family friendly indian restaurant in the riverside area near Raja Indian Cuisine. It has a price range of less than £20.	0.4453	0.4724	5.0693	0.3878	0.5365	2.3144
name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a moderately priced indian restaurant in the city centre near Raja Indian Cuisine. It is not kid friendly.	0.7452	0.7587	6.3385	0.4368	0.7511	1.1766
name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a moderately priced, kid friendly indian restaurant in the city centre near Raja Indian Cuisine.	0.6355	0.6489	4.1056	0.4696	0.7768	1.6162
name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a restaurant providing indian food in the moderate price range. It is located in the riverside. It is near Raja Indian Cuisine.	1.0000	1.0000	6.2584	1.0000	1.0000	4.9425
name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a moderately priced indian restaurant in riverside near Raja Indian Cuisine. It is kid friendly.	0.7718	0.7827	4.8002	0.4831	0.8333	1.9749
name[The Waterman], eatType[restaurant], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a restaurant that provides indian food in the more than £30 price range. It is located in the riverside. It is near Raja Indian Cuisine.	0.4155	0.4409	5.0220	0.4361	0.6610	1.1745
name[The Waterman], eatType[restaurant], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a kid friendly italian restaurant in riverside near Raja Indian Cuisine. It has a price range of £20-25.	0.5252	0.5481	4.5399	0.3809	0.4420	1.3750
name[The Waterman], eatType[restaurant], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a cheap, family friendly italian restaurant near Raja Indian Cuisine in riverside.	0.4762	0.5028	2.2853	0.5067	0.6795	1.6858
name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is an italian restaurant located in the city centre near Raja Indian Cuisine. It is not child friendly and has a high price range.	0.6555	0.6705	6.3649	0.5026	0.7316	2.0621
name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a children friendly italian restaurant in the city centre near Raja Indian Cuisine. It has a high price range.	0.7849	0.7955	6.1073	0.4872	0.6818	3.0700
name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is an italian restaurant near Raja Indian Cuisine in the riverside area. It is not child friendly and has a high price range.	0.4900	0.5139	5.2804	0.4085	0.6283	2.0941
name[The Waterman], eatType[restaurant], food[Italian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a children friendly italian restaurant in the riverside area near Raja Indian Cuisine. It has a high price range.	0.9292	0.9324	7.5942	0.6002	0.8853	2.4361
name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a cheap italian restaurant in the city centre near Raja Indian Cuisine. It is not family-friendly.	0.7542	0.7627	3.8623	0.5874	0.9699	2.0785
name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a family-friendly italian restaurant in the city centre near Raja Indian Cuisine. The price range is less than £20.	0.5424	0.5672	5.5084	0.4722	0.7391	3.0494
name[The Waterman], eatType[restaurant], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is an italian restaurant near Raja Indian Cuisine in the riverside area. It is not family-friendly and has a price range of less than £20.	0.2575	0.2959	3.5771	0.3202	0.4391	1.5727
name[The Wrestlers], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a cheap italian pub located near Raja Indian Cuisine in the riverside area. It is not family-friendly.	0.5212	0.5476	5.6629	0.4058	0.5671	1.2156
name[The Wrestlers], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a family friendly italian pub in the riverside area near Raja Indian Cuisine. It has a price range of less than £20.	0.4038	0.4313	3.9216	0.3636	0.5640	0.8265
name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a moderately priced italian pub in the city centre near Raja Indian Cuisine. It is not child friendly.	0.7419	0.7549	5.9770	0.5459	0.6749	2.6826
name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a moderately priced, kid-friendly italian pub located in the city centre near Raja Indian Cuisine.	0.6230	0.6363	3.4886	0.4274	0.6694	0.9303
name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a moderately priced italian pub in the riverside area near Raja Indian Cuisine. It is not kid friendly.	0.8419	0.8499	6.5685	0.4208	0.6902	2.1238
name[The Wrestlers], eatType[pub], food[Italian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a moderately priced, kid friendly italian pub near Raja Indian Cuisine in the riverside area.	0.8569	0.8656	7.2985	0.4426	0.8312	1.5896
name[The Wrestlers], eatType[pub], food[Italian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a child friendly italian pub in riverside near Raja Indian Cuisine. It has a price range of more than £30.	0.7024	0.7164	5.5601	0.3881	0.6823	1.9708
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a kid friendly japanese pub in the riverside area near Raja Indian Cuisine. It has a price range of £20-25.	0.6748	0.6895	6.5465	0.4289	0.5833	1.5878
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a cheap, family friendly, japanese pub near Raja Indian Cuisine in the riverside area.	0.3957	0.4379	4.5638	0.4988	0.7313	2.5544
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a child friendly japanese pub near Raja Indian Cuisine in the riverside area with a high price range.	0.6504	0.6709	5.5537	0.4395	0.5799	2.1522
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a japanese pub located in the city centre near Raja Indian Cuisine. It is not family-friendly and has a price range of less than £20.	0.7628	0.7717	6.2890	0.5608	0.7744	2.6022
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a family-friendly japanese pub in the city centre near Raja Indian Cuisine. It has a price range of less than £20.	0.4345	0.4580	4.6586	0.4231	0.6213	1.8856
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a japanese pub near Raja Indian Cuisine in the riverside area. It is not family-friendly and has a price range of less than £20.	0.6020	0.6177	6.8202	0.4046	0.6240	1.3086
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a family friendly japanese pub in the riverside area near Raja Indian Cuisine. It has a price range of less than £20.	0.7807	0.7901	7.4991	0.5117	0.7898	2.0406
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a japanese pub located in the city centre near Raja Indian Cuisine. It has a moderate price range and is not kid friendly.	0.6923	0.7052	5.7348	0.4596	0.7084	2.5661
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a moderately priced, family-friendly japanese pub located near Raja Indian Cuisine in the city centre.	0.5847	0.5975	4.2197	0.3892	0.6963	1.3838
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a moderately priced japanese pub near Raja Indian Cuisine in the riverside area. It is not kid friendly.	0.7856	0.7968	7.2006	0.5246	0.7662	1.6014
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a moderately priced, kid friendly japanese pub near Raja Indian Cuisine in the riverside area.	0.6241	0.6464	5.6860	0.4724	0.7729	1.7496
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a japanese pub located in the city centre near Raja Indian Cuisine. It is kid friendly and has a moderate price range and a customer rating of 1 out of 5.	0.3694	0.3887	4.4714	0.4009	0.5871	2.3152
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a japanese pub located near the Raja Indian Cuisine in the riverside area. It has a moderate price range and a customer rating of 1 out of 5. It is not kid friendly.	0.3872	0.4083	5.7536	0.3903	0.5533	0.2490
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a kid friendly japanese pub in the riverside area near Raja Indian Cuisine with a moderate price range and a customer rating of 1 out of 5.	0.5604	0.5771	5.8095	0.4737	0.7667	0.9597
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a japanese pub located in the city centre near Raja Indian Cuisine. It is not child friendly and has a price range of more than £30.	0.7829	0.7910	6.4827	0.5128	0.6000	3.6226
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a children friendly japanese pub in the city centre near Raja Indian Cuisine. It has a high price range.	0.5981	0.6120	4.2674	0.3804	0.5376	1.0700
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a japanese pub located near Raja Indian Cuisine in the riverside area. It is not child friendly and has a price range of more than £30.	0.4651	0.4866	4.9779	0.4756	0.6224	1.7280
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a children friendly japanese pub near Raja Indian Cuisine in the riverside area. It has a price range of more than £30.	0.9164	0.9197	7.6938	0.4897	0.7477	1.6940
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a japanese pub located in the city centre near Raja Indian Cuisine. It is not child friendly and has a high customer rating.	0.7945	0.8027	5.3437	0.4594	0.6193	1.5228
name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a child-friendly japanese pub in the city centre near Raja Indian Cuisine. It has a high price range and a customer rating of 5 out of 5.	0.6771	0.6887	5.4096	0.4096	0.5676	1.2731
