MR	output
name[The Punter], eatType[restaurant], food[Indian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	For a child-friendly, low-rated restaurant serving Indian, try The Punter, in the riverside area, near Express by Holiday Inn.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a moderate restaurant that serves Indian food. It is not children-friendly and has a rating of 1 out of 5. It is located in the city centre area near Express by Holiday Inn.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter, located near Express by Holiday Inn in the city centre area, is a kid-friendly restaurant. The Punter serves moderate Indian food and has a customer rating of 1 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter, located near Express by Holiday Inn in the riverside area, is a not kid-friendly restaurant. The Punter serves moderate Indian food and has a customer rating of 1 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a moderate restaurant that serves Indian food. Yes it is kids-friendly. Its customer rating is 1 out of 5. It is located in the riverside area near Express by Holiday Inn.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is by Express by Holiday Inn, in the city centre area. With a 3 out of 5 rating and an adult-only environment, you can get Indian food at this restaurant.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	There is a 3 out of 5 stars moderate family-friendly restaurant The Punter near Express by Holiday Inn in the city centre area. It offers Indian food.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a moderate restaurant that serves Indian food. It is not children-friendly and has a rating of 3 out of 5. It is located in the riverside area near Express by Holiday Inn.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter, located near Express by Holiday Inn in the riverside area, is a kid-friendly restaurant. The Punter serves moderate Indian food and has a customer rating of 3 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a more than £30 restaurant that serves Indian food. It is not children-friendly and has a high customer rating. It is located in the city centre area near Express by Holiday Inn.
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a more than £30 restaurant that serves Indian food. Yes it is kids-friendly. It has a high customer rating and is located in the city centre area near Express by Holiday Inn.
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	More than £30 Indian food for adults can be found at The Punter restaurant, near Express by Holiday Inn in the riverside area. High ratings.
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	More than £30 Indian food for all the family can be found at The Punter restaurant, near Express by Holiday Inn, in the riverside area. High ratings.
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter, located near Express by Holiday Inn in the city centre area, is a not kid-friendly restaurant. The Punter serves £20-25 Italian food and has a high customer rating.
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	For a child-friendly, high-rated restaurant serving Italian, try The Punter, in the city centre area, near Express by Holiday Inn.
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a £20-25 restaurant that serves Italian food. It is not children-friendly and has a high customer rating. It is located in the riverside area near Express by Holiday Inn.
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a £20-25 restaurant that serves Italian food. Yes it is kids-friendly. It has a high customer rating and is located in the riverside area near Express by Holiday Inn.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter, located near Express by Holiday Inn in the city centre area, is a not kid-friendly restaurant. The Punter serves cheap Italian food and has a customer rating of 5 out of 5.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is by Rainbow Vegetarian Café, in the city centre area. With a 5 out of 5 rating and an adult-only environment, you can get Italian food at this restaurant.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is a cheap restaurant that serves Italian food. Yes it is kids-friendly. Its customer rating is 5 out of 5. It is located in the city centre area near Rainbow Vegetarian Café.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a cheap restaurant that serves Italian food. It is not children-friendly and has a rating of 5 out of 5. It is located in the riverside area near Rainbow Vegetarian Café.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	There is a 5 out of 5 stars cheap family-friendly restaurant The Punter near Rainbow Vegetarian Café in the riverside area. It offers Italian food.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	Cheap Italian food for adults can be found at The Punter restaurant, near Rainbow Vegetarian Café in the city centre area. Average ratings.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	Cheap Italian food for all the family can be found at The Punter restaurant, near Rainbow Vegetarian Café, in the city centre area. Average ratings.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter, located near Rainbow Vegetarian Café in the riverside area, is a not kid-friendly restaurant. The Punter serves cheap Italian food and has an average customer rating.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	For a child-friendly, average-rated restaurant serving Italian, try The Punter, in the riverside area, near Rainbow Vegetarian Café.
name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter, located near Rainbow Vegetarian Café in the city centre area, is a not kid-friendly restaurant. The Punter serves high Italian food and has a customer rating of 1 out of 5.
name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter, located near Rainbow Vegetarian Café in the city centre area, is a kid-friendly restaurant. The Punter serves high Italian food and has a customer rating of 1 out of 5.
name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is by Rainbow Vegetarian Café, in the riverside area. With a 1 out of 5 rating and an adult-only environment, you can get Italian food at this restaurant.
name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is a high restaurant that serves Italian food. Yes it is kids-friendly. Its customer rating is 1 out of 5. It is located in the riverside area near Rainbow Vegetarian Café.
name[The Vaults], eatType[pub], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is The Vaults pub, which has high French and is family-friendly.
name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre area, near Raja Indian Cuisine, is The Vaults pub, which has less than £20 French and is not family-friendly.
name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	Family-friendly and less than £20, The Vaults pub is located near Raja Indian Cuisine, in the city centre area.
name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults pub is located near Raja Indian Cuisine, in the riverside area. It is less than £20 and not family-friendly.
name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults pub is a family-friendly place that provides French food. It is less than £20 and close to Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre area, near Raja Indian Cuisine, is The Vaults pub, which has moderate French and is not family-friendly.
name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre area, near Raja Indian Cuisine, is The Vaults pub, which has moderate French and is family-friendly.
name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults pub is located near Raja Indian Cuisine, in the riverside area. It is moderate and not family-friendly.
name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Family-friendly and moderate, The Vaults pub is located near Raja Indian Cuisine, in the riverside area.
name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre area, near Raja Indian Cuisine, is The Vaults pub, which has more than £30 French and is not family-friendly.
name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults pub is a family-friendly place that provides French food. It is more than £30 and close to Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults pub is located near Raja Indian Cuisine, in the riverside area. It is more than £30 and not family-friendly.
name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is The Vaults pub, which has more than £30 French and is family-friendly.
name[The Vaults], eatType[pub], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Family-friendly and £20-25, The Vaults pub is located near Raja Indian Cuisine, in the riverside area.
name[The Vaults], eatType[pub], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults pub is a family-friendly place that provides Indian food. It is cheap and close to Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre area, near Raja Indian Cuisine, is The Vaults pub, which has high Indian and is not family-friendly.
name[The Vaults], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre area, near Raja Indian Cuisine, is The Vaults pub, which has high Indian and is family-friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a high pub that serves Italian food. It is not children-friendly and has an average customer rating. It is located in the city centre area near Rainbow Vegetarian Café.
name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a high pub that serves Italian food. Yes it is kids-friendly. It has an average customer rating and is located in the city centre area near Rainbow Vegetarian Café.
name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	High Italian food for adults can be found at The Vaults pub, near Rainbow Vegetarian Café in the riverside area. Average ratings.
name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	High Italian food for all the family can be found at The Vaults pub, near Rainbow Vegetarian Café, in the riverside area. Average ratings.
name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults, located near Rainbow Vegetarian Café in the city centre area, is a not kid-friendly pub. The Vaults serves less than £20 Italian food and has a low customer rating.
name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	For a child-friendly, low-rated pub serving Italian, try The Vaults, in the city centre area, near Rainbow Vegetarian Café.
name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a less than £20 pub that serves Italian food. It is not children-friendly and has a low customer rating. It is located in the riverside area near Rainbow Vegetarian Café.
name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a less than £20 pub that serves Italian food. Yes it is kids-friendly. It has a low customer rating and is located in the riverside area near Rainbow Vegetarian Café.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a moderate pub that serves Italian food. It is not children-friendly and has a rating of 1 out of 5. It is located in the city centre area near Rainbow Vegetarian Café.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	There is a 1 out of 5 stars moderate family-friendly pub The Vaults near Rainbow Vegetarian Café in the city centre area. It offers Italian food.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults, located near Rainbow Vegetarian Café in the riverside area, is a not kid-friendly pub. The Vaults serves moderate Italian food and has a customer rating of 1 out of 5.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults, located near Rainbow Vegetarian Café in the riverside area, is a kid-friendly pub. The Vaults serves moderate Italian food and has a customer rating of 1 out of 5.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is by Rainbow Vegetarian Café, in the city centre area. With a 3 out of 5 rating and an adult-only environment, you can get Italian food at this pub.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a moderate pub that serves Italian food. Yes it is kids-friendly. Its customer rating is 3 out of 5. It is located in the city centre area near Rainbow Vegetarian Café.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a moderate pub that serves Italian food. It is not children-friendly and has a rating of 3 out of 5. It is located in the riverside area near Rainbow Vegetarian Café.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	There is a 3 out of 5 stars moderate family-friendly pub The Vaults near Rainbow Vegetarian Café in the riverside area. It offers Italian food.
name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	More than £30 Italian food for adults can be found at The Vaults pub, near Rainbow Vegetarian Café in the city centre area. High ratings.
name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	More than £30 Italian food for all the family can be found at The Vaults pub, near Rainbow Vegetarian Café, in the city centre area. High ratings.
name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults, located near Rainbow Vegetarian Café in the riverside area, is a not kid-friendly pub. The Vaults serves more than £30 Italian food and has a high customer rating.
name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	For a child-friendly, high-rated pub serving Italian, try The Vaults, in the riverside area, near Rainbow Vegetarian Café.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults, located near Rainbow Vegetarian Café in the city centre area, is a not kid-friendly pub. The Vaults serves £20-25 Japanese food and has a customer rating of 3 out of 5.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults, located near Rainbow Vegetarian Café in the city centre area, is a kid-friendly pub. The Vaults serves £20-25 Japanese food and has a customer rating of 3 out of 5.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is by Rainbow Vegetarian Café, in the riverside area. With a 3 out of 5 rating and an adult-only environment, you can get Japanese food at this pub.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a £20-25 pub that serves Japanese food. Yes it is kids-friendly. Its customer rating is 3 out of 5. It is located in the riverside area near Rainbow Vegetarian Café.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a £20-25 pub that serves Japanese food. It is not children-friendly and has a high customer rating. It is located in the city centre area near Rainbow Vegetarian Café.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a £20-25 pub that serves Japanese food. Yes it is kids-friendly. It has a high customer rating and is located in the city centre area near Rainbow Vegetarian Café.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	£20-25 Japanese food for adults can be found at The Vaults pub, near Rainbow Vegetarian Café in the riverside area. High ratings.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults, located near Raja Indian Cuisine in the riverside area, is a not kid-friendly pub. The Vaults serves £20-25 Japanese food and has a high customer rating.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	£20-25 Japanese food for all the family can be found at The Vaults pub, near Raja Indian Cuisine, in the riverside area. High ratings.
name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a cheap pub that serves Japanese food. It is not children-friendly and has a rating of 5 out of 5. It is located in the city centre area near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	There is a 5 out of 5 stars cheap family-friendly pub The Vaults near Raja Indian Cuisine in the city centre area. It offers Japanese food.
name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults, located near Raja Indian Cuisine in the riverside area, is a not kid-friendly pub. The Vaults serves cheap Japanese food and has a customer rating of 5 out of 5.
name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults, located near Raja Indian Cuisine in the riverside area, is a kid-friendly pub. The Vaults serves cheap Japanese food and has a customer rating of 5 out of 5.
name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is by Raja Indian Cuisine, in the city centre area. With a 3 out of 5 rating and an adult-only environment, you can get Japanese food at this pub.
name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a high pub that serves Japanese food. Yes it is kids-friendly. Its customer rating is 3 out of 5. It is located in the city centre area near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a high pub that serves Japanese food. It is not children-friendly and has a rating of 3 out of 5. It is located in the riverside area near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	There is a 3 out of 5 stars high family-friendly pub The Vaults near Raja Indian Cuisine in the riverside area. It offers Japanese food.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a less than £20 pub that serves Japanese food. It is not children-friendly and has an average customer rating. It is located in the city centre area near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	For a child-friendly, average-rated pub serving Japanese, try The Vaults, in the city centre area, near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	Less than £20 Japanese food for adults can be found at The Vaults pub, near Raja Indian Cuisine in the riverside area. Average ratings.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a less than £20 pub that serves Japanese food. Yes it is kids-friendly. It has an average customer rating and is located in the riverside area near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults, located near Raja Indian Cuisine in the city centre area, is a not kid-friendly pub. The Vaults serves less than £20 Japanese food and has a low customer rating.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	Less than £20 Japanese food for all the family can be found at The Vaults pub, near Raja Indian Cuisine, in the city centre area. Low ratings.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a less than £20 pub that serves Japanese food. It is not children-friendly and has a low customer rating. It is located in the riverside area near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	For a child-friendly, low-rated pub serving Japanese, try The Vaults, in the riverside area, near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults, located near Raja Indian Cuisine in the city centre area, is a not kid-friendly pub. The Vaults serves moderate Japanese food and has a customer rating of 1 out of 5.
name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults, located near Raja Indian Cuisine in the city centre area, is a kid-friendly pub. The Vaults serves moderate Japanese food and has a customer rating of 1 out of 5.
name[The Vaults], eatType[restaurant], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Family-friendly and high, The Vaults restaurant is located near Raja Indian Cuisine, in the riverside area.
name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults restaurant is located near Raja Indian Cuisine, in the city centre area. It is less than £20 and not family-friendly.
name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults restaurant is a family-friendly place that provides French food. It is less than £20 and close to Raja Indian Cuisine.
name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is The Vaults restaurant, which has less than £20 French and is not family-friendly.
name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is The Vaults restaurant, which has less than £20 French and is family-friendly.
name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults restaurant is located near Raja Indian Cuisine, in the city centre area. It is moderate and not family-friendly.
name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	Family-friendly and moderate, The Vaults restaurant is located near Raja Indian Cuisine, in the city centre area.
name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is The Vaults restaurant, which has moderate French and is not family-friendly.
name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults restaurant is a family-friendly place that provides French food. It is moderate and close to Raja Indian Cuisine.
name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults restaurant is located near Raja Indian Cuisine, in the city centre area. It is more than £30 and not family-friendly.
name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre area, near Raja Indian Cuisine, is The Vaults restaurant, which has more than £30 French and is family-friendly.
name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is The Vaults restaurant, which has more than £30 French and is not family-friendly.
name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Family-friendly and more than £30, The Vaults restaurant is located near Raja Indian Cuisine, in the riverside area.
name[The Vaults], eatType[restaurant], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults restaurant is a family-friendly place that provides Indian food. It is £20-25 and close to Raja Indian Cuisine.
name[The Vaults], eatType[restaurant], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is The Vaults restaurant, which has cheap Indian and is family-friendly.
name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults restaurant is located near Raja Indian Cuisine, in the city centre area. It is high and not family-friendly.
name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	Family-friendly and high, The Vaults restaurant is located near Raja Indian Cuisine, in the city centre area.
name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman pub is a family-friendly place that provides Indian food. It is high and close to Raja Indian Cuisine.
