name[Blue Spice], eatType[coffee shop], area[city centre]	Blue Spice is a coffee shop located in the city centre.
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant in the city centre near Express by Holiday Inn it has a price range of more than £30 and has a high customer rating it is children friendly.
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant in the riverside near Express by Holiday Inn it has a price range of more than £30 and has a high customer rating it is not children friendly.
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant in the riverside near Express by Holiday Inn it has a price range of more than £30 and has a high customer rating it is children friendly.
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is an Italian restaurant in the city centre near Express by Holiday Inn it has a price range of more than £30 and has a high customer rating it is not kid friendly.
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a Italian restaurant in the city centre near Express by Holiday Inn it has a price range and a high customer rating is kid friendly.
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is an Italian restaurant in the riverside near Express by Holiday Inn it has a price range of 20-25 and has a high customer rating it is not kid friendly.
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is an Italian restaurant in the riverside near Express by Holiday Inn it has a price range and a high customer rating is kid friendly.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a cheap Italian restaurant located in the city centre near Express by Holiday Inn it has a customer rating of 5 out of 5 and is not family friendly.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a cheap Italian restaurant located in the city centre near Rainbow Vegetarian Café it has a customer rating of 5 out of 5 and is not family friendly.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is a cheap family friendly Italian restaurant in the city centre near Rainbow Vegetarian Café it has a customer rating of 5 out of 5.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a cheap Italian coffee restaurant in riverside near Rainbow Vegetarian Café it has a customer rating of 5 out of 5 is not family friendly.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is a cheap family friendly Italian restaurant in riverside near Rainbow Vegetarian Café and has a customer rating of 5 out of 5.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a cheap Italian restaurant located in the city centre near Rainbow Vegetarian Café it has an average customer rating and is not family friendly.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is a cheap family friendly Italian restaurant in the city centre near Rainbow Vegetarian Café it has an average customer rating.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a cheap Italian coffee restaurant in riverside near Rainbow Vegetarian Café it has an average customer rating and is not family friendly.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is a cheap family friendly Italian restaurant in riverside near Rainbow Vegetarian Café and has an average customer rating.
name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is an Italian restaurant in the city centre near Rainbow Vegetarian Café it has a high price range, a 1 out of 5 and is not children friendly.
name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is an Italian restaurant in the city centre near Rainbow Vegetarian Café it has a high price range and has a customer rating of 1 out of 5 is children friendly.
name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is an Italian restaurant in the riverside near Rainbow Vegetarian Café it has a high price range and a 1 out of 5 is not children friendly.
name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is an Italian restaurant in the riverside near Rainbow Vegetarian Café it has a high price range and a 1 out of 5 is children friendly.
name[The Vaults], eatType[pub], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a high priced French pub located in riverside near Raja Indian Cuisine it is kid friendly.
name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a low priced French pub located in the city centre near Raja Indian Cuisine it is not family friendly.
name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a low priced French pub located in the city centre near Raja Indian Cuisine it is family friendly.
name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a low priced French pub located in the riverside near Raja Indian Cuisine it is not family friendly.
name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a low priced French pub located in riverside near Raja Indian Cuisine it is family friendly.
name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a moderately priced French pub located in the city centre near Raja Indian Cuisine it is not kid friendly.
name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a moderately priced French pub near Raja Indian Cuisine in the city centre it is kid friendly.
name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a moderately priced French pub located in the riverside near Raja Indian Cuisine it is not kid friendly and.
name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a moderately priced French pub near Raja Indian Cuisine in riverside it is kid friendly.
name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a high priced French pub located in the city centre near Raja Indian Cuisine it is not children friendly.
name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a low priced children friendly pub serving French food located in the city centre near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a low priced French pub located in riverside near Raja Indian Cuisine it is not children friendly.
name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a low priced children friendly pub located in the riverside near Raja Indian Cuisine serves French food.
name[The Vaults], eatType[pub], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a low priced pub serving Indian food in riverside near Raja Indian Cuisine it is kid friendly.
name[The Vaults], eatType[pub], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a cheap family friendly Indian pub in riverside near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is an Indian pub with a high price range it is located in the city centre near Raja Indian Cuisine it is not children friendly.
name[The Vaults], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a high priced Indian pub located in the city centre near Raja Indian Cuisine it is kid friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is an Italian pub located in the city centre near Rainbow Vegetarian Café it has a high price range and has an average customer rating it is not children friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a high priced Italian pub located in the city centre near Rainbow Vegetarian Café it has an average customer rating and is child friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is an Italian pub in the riverside near Rainbow Vegetarian Café it has a high price range and has an average customer rating it is not children friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a high priced Italian pub located in riverside near Rainbow Vegetarian Café it has an average customer rating and is child friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a Italian pub located in the city centre near Rainbow Vegetarian Café it has a price range less than £20 and has a low customer rating it is not family friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a low priced Italian pub located in the city centre near Rainbow Vegetarian Café it has a low customer rating and is family friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a Italian pub located in the riverside near Rainbow Vegetarian Café it has a price range of less than £20 and has a low customer rating it is not family friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a low priced Italian pub located in the riverside near Rainbow Vegetarian Café it has a low customer rating and is family friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a moderately priced Italian pub located in the city centre near Rainbow Vegetarian Café it has a customer rating of 1 out of 5 and is not kid friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a moderately priced Italian pub located in the city centre near Rainbow Vegetarian Café it has a customer rating of 1 out of 5 and is kid friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a moderately priced Italian pub located in the riverside near Rainbow Vegetarian Café it has a customer rating of 1 out of 5 and is not kid friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a moderately priced Italian pub located in the riverside near Rainbow Vegetarian Café has a customer rating of 1 out of 5 kid friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a moderately priced Italian pub located in the city centre near Rainbow Vegetarian Café it has a customer rating of 3 out of 5 and is not kid friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a moderately priced Italian pub located in the city centre near Rainbow Vegetarian Café it is kid friendly with a customer rating of 3 out of 5.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a moderately priced Italian pub located in the riverside near Rainbow Vegetarian Café it has a customer rating of 3 out of 5 and is not kid friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a moderately priced Italian pub located in the riverside near Rainbow Vegetarian Café has a customer rating of 3 out of 5 is kid friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is an Italian pub located in the city centre near Rainbow Vegetarian Café it has a price range of more than £30 and has a high customer rating it is not children friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a low priced children friendly pub serving Italian located in the city centre near Rainbow Vegetarian Café it has a high customer rating.
name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is an Italian pub located in the riverside near Rainbow Vegetarian Café it has a price range of more than £30 and has a high customer rating it is not children friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a low priced children friendly pub located in the riverside near Rainbow Vegetarian Café has a high customer rating Italian food.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a Japanese pub located in the city centre near Rainbow Vegetarian Café it has a price range of £20-25 and has a customer rating of 3 out of 5 is not kid friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a low priced pub near Rainbow Vegetarian Café in the city centre is a kid friendly and has a customer rating of 3 out of 5 Japanese food.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a Japanese pub in the riverside near Rainbow Vegetarian Café it has a price range of £20-25 and has a customer rating of 3 out of 5 is not kid friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a low priced pub near Rainbow Vegetarian Café in riverside is kid friendly and has a customer rating of 3 out of 5 Japanese food.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a Japanese pub in the city centre near Rainbow Vegetarian Café it has a price range of more than £30 and has a high customer rating it is not kid friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a low priced pub Japanese food in the city centre near Rainbow Vegetarian Café it has a high customer rating it is kid friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a Japanese pub in the riverside near Rainbow Vegetarian Café the price range is £20-25 and has a high customer rating it is not kid friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a Japanese pub in the riverside near Raja Indian Cuisine the price range is £20-25 and has a high customer rating it is not kid friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a low priced pub Japanese food in the riverside near Raja Indian Cuisine it has a high customer rating it is kid friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a cheap family friendly Japanese pub located in the city centre near Raja Indian Cuisine it has a customer rating of 5 out of 5.
name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a cheap family friendly Japanese pub located in the city centre near Raja Indian Cuisine it has a customer rating of 5 out of 5.
name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a cheap family friendly Japanese pub located in the riverside near Raja Indian Cuisine and has a customer rating of 5 out of 5.
name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a cheap family friendly Japanese pub located in the riverside near Raja Indian Cuisine and has a customer rating of 5 out of 5.
name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a Japanese pub located in the city centre near Raja Indian Cuisine it has a high price range, a customer rating of 3 out of 5 and is not kid friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a high priced Japanese pub located in the city centre near Raja Indian Cuisine it is kid friendly and has a customer rating of 3 out of 5.
name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a Japanese pub in riverside near Raja Indian Cuisine it has a high price range and a customer rating of 3 out of 5 is not kid friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a high priced Japanese pub located in riverside near Raja Indian Cuisine it has a 3 out of 5 and is kid friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a Japanese pub located in the city centre near Raja Indian Cuisine it has a price range less than £20 and has an average customer rating it is not family friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a low priced Japanese pub in the city centre near Raja Indian Cuisine it has an average customer rating and is family friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a Japanese pub in the riverside near Raja Indian Cuisine it has a price range of less than £20 and has an average customer rating it is not family friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a low priced Japanese pub in riverside near Raja Indian Cuisine it has an average customer rating and is family friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a Japanese pub located in the city centre near Raja Indian Cuisine it has a price range less than £20 and has a low customer rating it is not family friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a low priced Japanese pub in the city centre near Raja Indian Cuisine it has a low customer rating it is family friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a Japanese pub in the riverside near Raja Indian Cuisine it has a price range of less than £20 and has a low customer rating it is not family friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a low priced Japanese pub in riverside near Raja Indian Cuisine it has a low customer rating it is family friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a moderately priced Japanese pub in the city centre near Raja Indian Cuisine it has a customer rating of 1 out of 5 and is not kid friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a moderately priced Japanese pub located in the city centre near Raja Indian Cuisine it is kid friendly with a customer rating of 1 out of 5.
name[The Vaults], eatType[restaurant], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a high priced French restaurant in riverside near Raja Indian Cuisine is a children friendly.
name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a French restaurant with a price range of less than £20 is near Raja Indian Cuisine in the city centre it is not family friendly.
name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a low priced French restaurant near Raja Indian Cuisine in the city centre it is family friendly.
name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a French restaurant with a price range of less than £20 it is located in the riverside near Raja Indian Cuisine it is not family friendly.
name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a low priced French restaurant near Raja Indian Cuisine in riverside is family friendly.
name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a moderately priced French restaurant near Raja Indian Cuisine in the city centre it is not kid friendly.
name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a moderately priced French restaurant near Raja Indian Cuisine in the city centre it is kid friendly.
name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a moderately priced French restaurant near Raja Indian Cuisine in riverside it is not kid friendly.
name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a moderately priced French restaurant near Raja Indian Cuisine in riverside is kid friendly.
name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a French restaurant with a price range it is located in the city centre near Raja Indian Cuisine it is not children friendly.
name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a high priced French restaurant near Raja Indian Cuisine in the city centre it is children friendly.
name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a French restaurant in the riverside near Raja Indian Cuisine it has a price range and is not children friendly.
name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a high priced French restaurant in riverside near Raja Indian Cuisine it is family friendly.
name[The Vaults], eatType[restaurant], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a restaurant with a price range of £20-25 is near Raja Indian Cuisine in riverside is kid friendly.
name[The Vaults], eatType[restaurant], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a cheap family friendly Indian restaurant in riverside near Raja Indian Cuisine.
name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is an Indian restaurant with a high price range it is located in the city centre near Raja Indian Cuisine it is not children friendly.
name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a Indian food in the high price range it is children friendly restaurant located in the city centre near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a high priced Indian pub located in the city centre near Raja Indian Cuisine it is kid friendly.
name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is an Indian pub with a high price range it is located in the riverside near Raja Indian Cuisine it is not children friendly.
name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a high priced Indian pub located in riverside near Raja Indian Cuisine it is kid friendly.
name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a pub with a price range of less than £20 it is located in the city centre near Raja Indian Cuisine it is not family friendly.
name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a low priced Indian pub located in the city centre near Raja Indian Cuisine it is family friendly.
name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a pub with a price range of less than £20 it is located in the riverside near Raja Indian Cuisine it is not family friendly.
name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a low priced Indian pub located in riverside near Raja Indian Cuisine it is family friendly.
name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a moderately priced Indian pub located in the city centre near Raja Indian Cuisine it is not kid friendly and.
name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a moderately priced Indian pub located in the city centre near Raja Indian Cuisine it is kid friendly.
name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a moderately priced Indian pub located in the riverside near Raja Indian Cuisine it is not kid friendly and.
name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a moderately priced pub serving Indian food in riverside near Raja Indian Cuisine it is kid friendly.
name[The Waterman], eatType[pub], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a high priced Indian pub located in riverside near Raja Indian Cuisine it is kid friendly.
name[The Waterman], eatType[pub], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a low priced pub near Raja Indian Cuisine in riverside is a family friendly Italian food.
name[The Waterman], eatType[pub], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a cheap family friendly Italian pub located in the riverside near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a high priced Italian pub located in the city centre near Raja Indian Cuisine it is not children friendly.
name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a high priced Italian pub located in the city centre near Raja Indian Cuisine it is kid friendly.
name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a high priced Italian pub located in riverside near Raja Indian Cuisine it is not children friendly.
name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a high priced Italian pub located in riverside near Raja Indian Cuisine it is kid friendly.
