name[Blue Spice], eatType[coffee shop], area[city centre]	Blue Spice is a coffee shop in the city centre.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant that serves Indian food in the moderate price range it is located in the riverside area near Express by Holiday Inn it has a customer rating of 1 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant that serves Indian food at a moderate price range it has a customer rating of the riverside near Express by Holiday Inn.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant that serves Indian food in the moderate price range it is located in the city centre near Express by Holiday Inn it has a customer rating of 3 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant that serves Indian food in the moderate price range it is located in the city centre near Express by Holiday Inn it has a customer rating of 3 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant that serves Indian food in the moderate price range it is located in the riverside area near Express by Holiday Inn it has a customer rating of 3 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant that serves Indian food in the moderate price range it is located in the riverside area near Express by Holiday Inn it has a customer rating of 3 out of 5.
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant that serves Indian food in the more than £30 it is located in the city centre near Express by Holiday Inn its customer rating is high.
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant that serves Indian food in the more than £30 it has a high customer rating and is kid friendly it is located in the city centre near Express by Holiday Inn.
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant that serves Indian food in the more than £30 it has a high customer rating it is located in the riverside area near Express by Holiday Inn it is not child friendly.
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant that serves Indian food in the more than £30 it has a high customer rating and is kid friendly it is located in the riverside area near Express by Holiday Inn.
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant that serves Italian food in the city centre near Express by Holiday Inn it has a high customer rating, a price range of £20-25 and is not kid friendly.
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is an Italian restaurant near Express by Holiday Inn in the city centre it has a high customer rating, a price range of £20-25 and is kid friendly.
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant near Express by Holiday Inn in the riverside area it food with a price range of £20-25 it has a high customer rating and is not kid friendly.
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant near Express by Holiday Inn in the riverside area it is kid friendly, has a high customer rating and a price range of £20-25.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant that serves Italian food in the cheap price range it is located in the city centre near Express by Holiday Inn it has a customer rating of 5 out of 5.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a restaurant that serves Italian food in the cheap price range it is located in the city centre near Rainbow Vegetarian Café it has a customer rating of 5 out of 5.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is an Italian restaurant with a cheap price range it is family friendly and is located in the city centre near Rainbow Vegetarian Café it has a customer rating of 5 out of 5.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a restaurant that serves Italian food in the cheap price range it is located in the riverside area near Rainbow Vegetarian Café it has a customer rating of 5 out of 5.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is a cheap Italian restaurant in the riverside area near Rainbow Vegetarian Café it has a customer rating of 5 out of 5 and is family friendly.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a restaurant that serves Italian food in the cheap price range it is located in the city centre near Rainbow Vegetarian Café it has an average customer rating.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is an Italian restaurant near Rainbow Vegetarian Café in the city centre it has an average customer rating and cheap family friendly.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a restaurant near Rainbow Vegetarian Café in the riverside area it is cheap and has an average customer rating it is not family-friendly.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is a cheap Italian restaurant in the riverside area near Rainbow Vegetarian Café it has an average customer rating it is family friendly.
name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a restaurant that serves Italian food in the high price range it is located in the city centre near Rainbow Vegetarian Café it has a customer rating of 1 out of 5.
name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is an Italian restaurant near Rainbow Vegetarian Café in the city centre it has a high price range and a customer rating of 1 out of 5.
name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a restaurant that serves Italian food in the high price range it is located in the riverside area near Rainbow Vegetarian Café it has a customer rating of 1 out of 5.
name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is a restaurant that serves Italian food in the high price range it is located in the riverside area near Rainbow Vegetarian Café it has a customer rating of 1 out of 5.
name[The Vaults], eatType[pub], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family friendly pub serving French food in the riverside area near Raja Indian Cuisine and is a high price range.
name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a pub that serves French food in the city centre near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family-friendly pub serving French food in the city centre near Raja Indian Cuisine it is less than £20.
name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a pub that serves French food in the riverside area near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family friendly pub serving French food in the riverside area near Raja Indian Cuisine and has a price range of less than £20.
name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a pub that serves French food in the moderate price range it is located in the city centre near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family friendly pub serving French food in the city centre near Raja Indian Cuisine it is moderately priced.
name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a pub that serves French food in the moderate price range it is located in the riverside area near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family friendly pub serving French food at a moderate price range it is located in the riverside area near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a pub that serves French food in the city centre near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family-friendly pub serving French food in the city centre near Raja Indian Cuisine with a price range of more than £30.
name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a pub that serves French food in the riverside area near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family friendly pub serving French food in the riverside area near Raja Indian Cuisine and has a price range of more than £30.
name[The Vaults], eatType[pub], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a pub that serves Indian food in the £20-25 it is located in the riverside area near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a pub that serves Indian food in the cheap price range it is located in the riverside area near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a pub that serves Indian food in the high price range it is located in the city centre near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a pub that serves Indian food in the high price range it is located in the city centre near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a pub that serves Italian food in the high price range it is located in the city centre near Rainbow Vegetarian Café it has an average customer rating.
name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is an Italian pub near Rainbow Vegetarian Café in the city centre it has an average customer rating and a high price range.
name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a pub that serves Italian food in the high price range it is located in the riverside area near Rainbow Vegetarian Café it has an average customer rating.
name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a family friendly pub serving Italian food in the riverside area near Rainbow Vegetarian Café it has an average customer rating and a high price range.
name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a pub that serves Italian food in the city centre near Rainbow Vegetarian Café it has a low customer rating.
name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a pub that serves Italian food in the city centre near Rainbow Vegetarian Café it has a low customer rating.
name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a pub that serves Italian food in the riverside near Rainbow Vegetarian Café it has a low customer rating.
name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a pub that serves Italian food in the riverside it is near Rainbow Vegetarian Café its customer rating is low.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a pub that serves Italian food in the moderate price range it is located in the city centre near Rainbow Vegetarian Café it has a customer rating of 1 out of 5.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a pub that serves Italian food in the moderate price range it is located in the city centre near Rainbow Vegetarian Café it has a customer rating of 1 out of 5.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a pub that serves Italian food in the moderate price range it is located in the riverside area near Rainbow Vegetarian Café it has a customer rating of 1 out of 5.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a pub that serves Italian food in the moderate price range it is located in the riverside area near Rainbow Vegetarian Café it has a customer rating of 1 out of 5.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a pub that serves Italian food in the moderate price range it is located in the city centre near Rainbow Vegetarian Café it has a customer rating of 3 out of 5.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a pub that serves Italian food in the moderate price range it is located in the city centre near Rainbow Vegetarian Café it has a customer rating of 3 out of 5.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a pub that serves Italian food at a moderate price range it is located in the riverside area near Rainbow Vegetarian Café it has a customer rating of 3 out of 5.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a pub that serves Italian food in the moderate price range it is located in the riverside area near Rainbow Vegetarian Café it has a customer rating of 3 out of 5.
name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a pub that serves Italian food in the more than £30 it is located in the city centre near Rainbow Vegetarian Café it has a high customer rating.
name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a family-friendly pub serving Italian food in the city centre near Rainbow Vegetarian Café it has a high customer rating and a price range of more than £30.
name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a pub that serves Italian food in the riverside it is near Rainbow Vegetarian Café its customer rating is high.
name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a family friendly pub serving Italian food in the riverside area near Rainbow Vegetarian Café it has a high customer rating and a price range of more than £30.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a pub that serves Japanese food in the £20-25 it is located in the city centre near Rainbow Vegetarian Café it has a customer rating of 3 out of 5.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a pub that serves Japanese food in the £20-25 it is located in the city centre near Rainbow Vegetarian Café it has a customer rating of 3 out of 5.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a pub that serves Japanese food in the £20-25 it is located in the riverside area near Rainbow Vegetarian Café it has a customer rating of 3 out of 5.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a pub that serves Japanese food in the £20-25 it is located in the riverside area near Rainbow Vegetarian Café it has a customer rating of 3 out of 5.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a pub that serves Japanese food in the £20-25 it is located in the city centre near Rainbow Vegetarian Café it has a high customer rating.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a pub that serves Japanese food in the £20-25 it is located in the city centre near Rainbow Vegetarian Café it has a high customer rating.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a pub that serves Japanese food in the £20-25 it is located in the riverside area near Rainbow Vegetarian Café it has a high customer rating.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a pub that serves Japanese food in the £20-25 it is located in the riverside area near Raja Indian Cuisine it has a high customer rating.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a pub that serves Japanese food in the £20-25 it is located in the riverside area near Raja Indian Cuisine it has a high customer rating.
name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a pub that serves Japanese food in the cheap price range it is located in the city centre near Raja Indian Cuisine it has a customer rating of 5 out of 5.
name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a cheap Japanese pub in the city centre near Raja Indian Cuisine it has a customer rating of 5 out of 5 and is family friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a pub that serves Japanese food in the cheap price range it is located in the riverside area near Raja Indian Cuisine it has a customer rating of 5 out of 5.
name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a cheap family friendly pub serving Japanese food in the riverside area near Raja Indian Cuisine it has a customer rating of 5 out of 5.
name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a pub that serves Japanese food in the high price range it is located in the city centre near Raja Indian Cuisine it has a customer rating of 3 out of 5.
name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a pub that serves Japanese food in the high price range it is located in the city centre near Raja Indian Cuisine it has a customer rating of 3 out of 5.
name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a pub that serves Japanese food in the high price range it is located in the riverside area near Raja Indian Cuisine it has a customer rating of 3 out of 5.
name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a pub that serves Japanese food in the high price range it is located in the riverside area near Raja Indian Cuisine it has a customer rating of 3 out of 5.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a pub that serves Japanese food in the city centre near Raja Indian Cuisine it has an average customer rating.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a pub that serves Japanese food in the city centre near Raja Indian Cuisine it has an average customer rating.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a pub that serves Japanese food in the riverside near Raja Indian Cuisine it has an average customer rating.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a pub that serves Japanese food in the riverside it is near Raja Indian Cuisine its customer rating is average.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a pub that serves Japanese food in the city centre near Raja Indian Cuisine it has a low customer rating.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a pub that serves Japanese food in the city centre near Raja Indian Cuisine it has a low customer rating.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a pub that serves Japanese food in the riverside it is near Raja Indian Cuisine its customer rating is low.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a pub that serves Japanese food in the riverside it is near Raja Indian Cuisine its customer rating is low.
name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a pub that serves Japanese food in the moderate price range it is located in the city centre near Raja Indian Cuisine it has a customer rating of 1 out of 5.
name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a pub that serves Japanese food in the moderate price range it is located in the city centre near Raja Indian Cuisine it has a customer rating of 1 out of 5.
name[The Vaults], eatType[restaurant], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family friendly restaurant that serves French food in the high price range it is located in the riverside area near Raja Indian Cuisine.
name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a restaurant that serves French food in the city centre near Raja Indian Cuisine.
name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a restaurant that serves French food in the city centre near Raja Indian Cuisine.
name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a restaurant near Raja Indian Cuisine in the riverside area with a price range of less than £20 it is not family-friendly.
name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a restaurant near Raja Indian Cuisine in the riverside area price range it is family friendly.
name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a restaurant that serves French food in the moderate price range it is located in the city centre near Raja Indian Cuisine.
name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family friendly restaurant that serves French food in the moderate price range it is located in the city centre near Raja Indian Cuisine.
name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a restaurant near Raja Indian Cuisine in the riverside area with a moderate price range and is not family-friendly.
name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a restaurant near Raja Indian Cuisine in the riverside area it is moderately priced and is kid friendly.
name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a restaurant that serves French food in the city centre near Raja Indian Cuisine.
name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family friendly restaurant serving French food in the city centre near Raja Indian Cuisine with a price range of more than £30.
name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a restaurant near Raja Indian Cuisine in the riverside area price range it is not child friendly.
name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family friendly restaurant serving French food in the riverside area near Raja Indian Cuisine and has a price range of more than £30.
name[The Vaults], eatType[restaurant], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a restaurant that serves Indian food in the £20-25 it is located in the riverside area near Raja Indian Cuisine.
name[The Vaults], eatType[restaurant], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a restaurant that serves Indian food in the cheap price range it is located in the riverside area near Raja Indian Cuisine.
name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a restaurant that serves Indian food in the high price range it is located in the city centre near Raja Indian Cuisine.
name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a restaurant that serves Indian food in the high price range it is located in the city centre near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a pub that serves Indian food in the high price range it is located in the city centre near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a pub that serves Indian food in the high price range it is located in the riverside area near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a pub that serves Indian food in the high price range it is located in the riverside area near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a pub that serves Indian food in the less than £20 it is located in the city centre near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a pub that serves Indian food in the less than £20 it is located in the city centre near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a pub that serves Indian food for less than £20 it is located in the riverside area near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a pub that serves Indian food for less than £20 it is located in the riverside area near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a pub that serves Indian food in the moderate price range it is located in the city centre near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a pub that serves Indian food in the moderate price range it is located in the city centre near Raja Indian Cuisine.
