name[Blue Spice], eatType[coffee shop], area[city centre]	In the city centre is a coffee shop named Blue Spice.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	In the city centre near Rainbow Vegetarian Café is a family-friendly Italian restaurant called The Punter. It is cheap and is family-friendly.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	In the riverside area near Rainbow Vegetarian Café, is a cheap Italian restaurant called The Punter. It is not family-friendly.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	In the riverside area near Rainbow Vegetarian Café is a family friendly Italian restaurant called The Punter.
name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	In the city centre near Rainbow Vegetarian Café is a high priced Italian restaurant called The Punter. It is not child friendly.
name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	In the city centre area, near Rainbow Vegetarian Café, is a high priced Italian restaurant called The Punter.
name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	In the riverside area near Rainbow Vegetarian Café is a high priced Italian restaurant called The Punter. It is not child friendly.
name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	In the riverside area, near Rainbow Vegetarian Café, is a high priced restaurant called The Punter. It serves Italian food and is child friendly.
name[The Vaults], eatType[pub], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is a high priced French pub called The Vaults. It is child friendly.
name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a French pub called The Vaults. It is not family-friendly and has a price range of less than £20.
name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a family-friendly French pub called The Vaults. It is less than £20.
name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	For a pub serving French food in the less than £20 price range. It is located in the riverside area near Raja Indian Cuisine. It is not family-friendly.
name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	For a family friendly pub serving French food at a £20 price range. It is located near Raja Indian Cuisine in the riverside area.
name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a French pub called The Vaults. It is not kid friendly and has a moderate price range.
name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a pub called The Vaults. It serves French food and is kid friendly.
name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area near Raja Indian Cuisine, is a pub called The Vaults. It serves French food and is not kid friendly.
name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	For a pub called The Vaults, is a family friendly pub that serves French food. It is located near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a French pub called The Vaults. It is not child friendly and has a price range of more than £30.
name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a French pub called The Vaults. It is child friendly and has a price range of more than £30.
name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area near Raja Indian Cuisine, is a pub called The Vaults. It serves French food and is not child friendly.
name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is a child friendly pub called The Vaults. It serves French food and costs more than £30.
name[The Vaults], eatType[pub], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	For a kid friendly pub, The Vaults is a pub that serves Indian food in the £20-25 price range. It is located in the riverside area near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	For a family friendly Indian pub, The Vaults, is located near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a high priced Indian pub called The Vaults. It is not child friendly.
name[The Vaults], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a high priced Indian pub called The Vaults. It is child friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	In the city centre, near Rainbow Vegetarian Café, is a high priced Italian pub called The Vaults. It is not child friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	In the city centre, near Rainbow Vegetarian Café, is a high priced Italian pub called The Vaults. It is child friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	In the riverside area near Rainbow Vegetarian Café, is a high priced Italian pub called The Vaults. It is not child friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	In the riverside area, there is a high priced, family friendly pub called The Vaults.
name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	In the city centre, near Rainbow Vegetarian Café, is a pub called The Vaults. It serves Italian food for less than £20. It is not family-friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	In the city centre, near Rainbow Vegetarian Café, is a family-friendly Italian pub called The Vaults. It is less than £20.
name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	In the riverside area near Rainbow Vegetarian Café, is a pub called The Vaults. It serves Italian food for less than £20. It is not family-friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	For a family friendly pub, The Vaults, is a family friendly pub that serves Italian food.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	In the city centre, near Rainbow Vegetarian Café, is a pub called The Vaults. It serves Italian food and is not kid friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	For a pub serving Italian food in the moderate price range. It is located in the city centre near Rainbow Vegetarian Café. It is kid friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	In the riverside area near Rainbow Vegetarian Café, is a pub called The Vaults. It serves Italian food and is not kid friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	For a kid friendly pub serving Italian food at a moderate price range. It is located near Rainbow Vegetarian Café in the riverside area.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	In the city centre, near Rainbow Vegetarian Café, is a pub called The Vaults. It serves Italian food and is not kid friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	In the city centre, near Rainbow Vegetarian Café, is a kid friendly pub called The Vaults. It serves Italian food and is moderately priced.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	In the riverside area near Rainbow Vegetarian Café, is a pub called The Vaults. It serves Italian food and is not kid friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	For a kid friendly pub, The Vaults, is located near Rainbow Vegetarian Café.
name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	In the city centre, near Rainbow Vegetarian Café, is a pub called The Vaults. It serves Italian food and is not child friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	In the city centre, near Rainbow Vegetarian Café, is a pub called The Vaults. It serves Italian food and is child friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	In the riverside area near Rainbow Vegetarian Café, is a pub called The Vaults. It serves Italian food and is not child friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	For a pub near Rainbow Vegetarian Café, The Vaults is a family friendly pub serving Italian food in the more than £30 price range.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	In the city centre, near Rainbow Vegetarian Café, is a Japanese pub called The Vaults. It is not kid friendly and has a price range of £20-25.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	In the city centre, near Rainbow Vegetarian Café, is a Japanese pub called The Vaults. It is kid friendly and has a price range of £20-25.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	In the riverside area near Rainbow Vegetarian Café, is a Japanese pub called The Vaults. It is not kid friendly and has a price range of £20-25.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	Near the Rainbow Vegetarian Café, is a kid friendly pub called The Vaults. It serves Japanese food and is in the £20-25 price range.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	In the city centre, near Rainbow Vegetarian Café, is a Japanese pub called The Vaults. It is not kid friendly and has a price range of £20-25.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	In the city centre, near Rainbow Vegetarian Café, is a Japanese pub called The Vaults. It is kid friendly and has a price range of £20-25.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	Near the Rainbow Vegetarian Café, is a pub called The Vaults. It is not kid friendly and serves Japanese food and is between £20-25.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	Near the Raja Indian Cuisine, is a pub called The Vaults. It is not kid friendly and serves Japanese food and is between £20-25.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Near the Raja Indian Cuisine, is a kid friendly pub called The Vaults. It serves Japanese food and is in the £20-25 price range.
name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a cheap Japanese pub called The Vaults. It is not family-friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a cheap Japanese pub called The Vaults. It is family friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	Near the Raja Indian Cuisine, is a cheap pub called The Vaults. It is not family friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area near Raja Indian Cuisine is a cheap Japanese pub called The Vaults. It is family friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a high priced Japanese pub called The Vaults. It is not child friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a high priced pub called The Vaults. It serves Japanese food and is child friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	Near the Raja Indian Cuisine is a high priced pub called The Vaults. It serves Japanese food and is not child friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is a high priced pub called The Vaults. It serves Japanese food and is child friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a Japanese pub called The Vaults. It is not family-friendly and has a price range of less than £20.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a family-friendly pub called The Vaults. It serves Japanese food for less than £20.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	Near the Raja Indian Cuisine, there is a pub called The Vaults. It is a cheap Japanese food restaurant that is not family-friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	For a family friendly pub serving Japanese food at a £20 price range. It is located near Raja Indian Cuisine in the riverside area.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a Japanese pub called The Vaults. It is not family-friendly and has a price range of less than £20.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a family-friendly pub called The Vaults. It serves Japanese food for less than £20.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area near Raja Indian Cuisine, is a Japanese pub called The Vaults. It is not family-friendly and has a price range of less than £20.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Near the Raja Indian Cuisine, is a family friendly pub that serves Japanese food at less than £20.
name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a Japanese pub called The Vaults. It is not kid friendly and has a moderate price range.
name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a Japanese pub called The Vaults. It is kid friendly and has a moderate price range.
name[The Vaults], eatType[restaurant], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, there is a high priced French restaurant called The Vaults. It is child friendly.
name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a French restaurant called The Vaults. It is not family-friendly and has a price range of less than £20.
name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a French restaurant called The Vaults. It is family friendly and has a price range of less than £20.
name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area near Raja Indian Cuisine is a French restaurant called The Vaults. It is not family-friendly and has a price range of less than £20.
name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	For a family friendly French restaurant, The Vaults, is located near Raja Indian Cuisine.
name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a French restaurant called The Vaults. It is not kid friendly and has a moderate price range.
name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a French restaurant called The Vaults. It is kid friendly and has a moderate price range.
name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area near Raja Indian Cuisine, is a French restaurant called The Vaults. It is not kid friendly and has a moderate price range.
name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is a kid friendly French restaurant called The Vaults. It is moderately priced and is a restaurant.
name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a French restaurant called The Vaults. It is not child friendly and has a price range of more than £30.
name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a French restaurant called The Vaults. It is child friendly and has a price range of more than £30.
name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area near Raja Indian Cuisine is a French restaurant called The Vaults. It is not child friendly and has a price range of more than £30.
name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area near Raja Indian Cuisine is a child friendly French restaurant called The Vaults. It is in the higher price range.
name[The Vaults], eatType[restaurant], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, The Vaults is a kid friendly restaurant that serves Indian food in the £20-25 price range. It is located in the riverside area near Raja Indian Cuisine.
name[The Vaults], eatType[restaurant], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is a family friendly restaurant called The Vaults. It serves Indian food and is cheap.
name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a high priced Indian restaurant called The Vaults. It is not child friendly.
name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a high priced Indian restaurant called The Vaults.
name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a high priced Indian pub called The Waterman. It is child friendly.
name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	Near the Raja Indian Cuisine is a high priced Indian pub called The Waterman. It is not children friendly.
name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, The Waterman is a pub that serves Indian food. It is child friendly and has a high price range.
name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a pub called The Waterman. It serves Indian food for less than £20. It is not family friendly.
name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a family friendly pub that serves Indian food for less than £20.
name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is a pub called The Waterman. It serves Indian food for less than £20. It is not family friendly.
name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	For a family friendly pub that serves Indian food at less than £20 pounds. It is located near Raja Indian Cuisine in the riverside area.
name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a pub called The Waterman. It serves Indian food and is not kid friendly.
name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	There is a pub that serves Indian food in the moderate price range. It is located in the city centre near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is a pub called The Waterman. It serves Indian food and is not kid friendly.
name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	For a kid friendly pub serving Indian food in the riverside area, The Waterman is a pub. It is in the moderate price range. It is near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	For a pub that serves Indian food at a price range of more than £30, it is child friendly, and is located near Raja Indian Cuisine in the riverside area.
name[The Waterman], eatType[pub], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	For a pub called The Waterman, is a kid friendly pub that serves Italian food in the £20-25 price range. It is located in the riverside area near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	For a family friendly Italian pub, The Waterman, is located near Raja Indian Cuisine in the riverside area.
name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a high priced Italian pub called The Waterman. It is not child friendly.
name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a high priced Italian pub called The Waterman. It is child friendly.
name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area near Raja Indian Cuisine, is a high priced Italian pub called The Waterman. It is not child friendly.
name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is a high priced Italian pub called The Waterman.
name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a pub called The Waterman. It serves Italian food for less than £20. It is not family-friendly.
name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	For a family-friendly pub serving Italian food at a £20 price range. It is located in the city centre near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	For a pub called The Waterman, is a cheap Italian pub near Raja Indian Cuisine. It is not family-friendly.
name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a high priced Indian restaurant called The Waterman. It is child friendly.
name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is a high priced Indian restaurant called The Waterman. It is not child friendly.
name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	There is a high priced Indian restaurant in the riverside area, near Raja Indian Cuisine. It is called The Waterman.
name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a non family friendly Indian restaurant called The Waterman. It is not family friendly.
name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a family friendly restaurant called The Waterman. It serves Indian food for less than £20.
name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	For a restaurant that serves Indian food at a price range of less than £20. It is located in the riverside area near Raja Indian Cuisine.
name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	For a family friendly Indian restaurant, The Waterman, is located near Raja Indian Cuisine.
name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a restaurant called The Waterman. It serves Indian food and is not kid friendly.
name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre, near Raja Indian Cuisine, is a kid friendly restaurant called The Waterman. It serves Indian food and is moderately priced.
name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is a restaurant called The Waterman. It serves Indian food and is not kid friendly.
name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is a kid friendly restaurant called The Waterman. It serves Indian food at a moderate price.
name[The Waterman], eatType[restaurant], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is a child friendly restaurant called The Waterman. It serves Indian food at a price range of more than £30.
name[The Waterman], eatType[restaurant], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, The Waterman is a kid friendly Italian restaurant with a price range of £20-25.
name[The Waterman], eatType[restaurant], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is a cheap Italian restaurant called The Waterman. It is family friendly.
