MR	ref
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the more than £30 price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is high.
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the more than £30 price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is high.
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the more than £30 price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is high.
name[The Punter], eatType[restaurant], food[Indian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing Indian food in the more than £30 price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is high.
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing Italian food in the £20-25 price range. It is located in the city centre near Express by Holiday Inn.
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing Italian food in the £20-25 price range. It is located in the city centre near Express by Holiday Inn.
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing Italian food in the £20-25 price range. It is located in the riverside. It is near Express by Holiday Inn. Its customer rating is high.
name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]	The Punter is a restaurant providing Italian food in the £20-25 price range. It is located in the riverside area near Express by Holiday Inn.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Express by Holiday Inn]	The Punter is a restaurant providing Italian food in the cheap price range. It is located in the city centre near Express by Holiday Inn.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a restaurant providing Italian food in the cheap price range. It is located in the city centre near Rainbow Vegetarian Café.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is a cheap, family-friendly Italian restaurant located in the city centre near Rainbow Vegetarian Café with a customer rating of 5 out of 5.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a restaurant providing Italian food in the cheap price range. It is located in the riverside area near Rainbow Vegetarian Café.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is a cheap, family friendly, Italian restaurant with a customer rating of 5 out of 5. It is located in the riverside area near Rainbow Vegetarian Café.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a restaurant providing Italian food in the cheap price range. It is located in the city centre near Rainbow Vegetarian Café.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is a family-friendly Italian restaurant located in the city centre near Rainbow Vegetarian Café. It has an average customer rating and a cheap price range.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a restaurant providing Italian food in the cheap price range. It is located in the riverside area near Rainbow Vegetarian Café.
name[The Punter], eatType[restaurant], food[Italian], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is a family friendly restaurant located near the Rainbow Vegetarian Café.
name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a restaurant providing Italian food in the high price range. It is located in the city centre near Rainbow Vegetarian Café.
name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is a restaurant providing Italian food in the high price range. It is located in the city centre near Rainbow Vegetarian Café.
name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Punter is a restaurant providing Italian food in the high price range. It is located in the riverside area near Rainbow Vegetarian Café.
name[The Punter], eatType[restaurant], food[Italian], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Punter is a restaurant providing Italian food in the high price range. It is located in the riverside area near Rainbow Vegetarian Café.
name[The Vaults], eatType[pub], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a French pub in the riverside area near Raja Indian Cuisine. It is children friendly and has a high price range.
name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a French pub located in the city centre near Raja Indian Cuisine. It is not family-friendly and has a price range of less than £20.
name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family-friendly pub that serves French food for less than £20. It is located in the city centre near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a French pub near Raja Indian Cuisine in the riverside area. It is not family-friendly and has a price range of less than £20.
name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family friendly pub that serves French food for less than £20. It is located near Raja Indian Cuisine in the riverside area.
name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a moderately priced French pub in the city centre near Raja Indian Cuisine. It is not kid friendly.
name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a moderately priced French pub in the city centre near Raja Indian Cuisine. It is kid friendly.
name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a moderately priced French pub near Raja Indian Cuisine in riverside. It is not kid friendly.
name[The Vaults], eatType[pub], food[French], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a moderately priced, kid friendly pub that serves French food. It is located near Raja Indian Cuisine in the riverside area.
name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a French pub located in the city centre near Raja Indian Cuisine. It is not child friendly and has a price range of more than £30.
name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a children friendly French pub in the city centre near Raja Indian Cuisine with a price range of more than £30.
name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a French pub near Raja Indian Cuisine in the riverside area. It is not child friendly and has a price range of more than £30.
name[The Vaults], eatType[pub], food[French], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a children friendly French pub near Raja Indian Cuisine in the riverside area. It has a price range of more than £30.
name[The Vaults], eatType[pub], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a pub that provides Indian food in the £20-25 price range. It is located in the riverside. It is near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a pub that provides Indian food in the cheap price range. It is located in the riverside. It is near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a pub that provides Indian food in the high price range. It is located in the city centre. It is near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a pub that provides Indian food in the high price range. It is located in the city centre. It is near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is an Italian pub located in the city centre near the Rainbow Vegetarian Café. It has a high price range and an average customer rating. It is not children friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a children friendly Italian pub in the city centre near Rainbow Vegetarian Café. It has a high price range and an average customer rating.
name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is an Italian pub near Rainbow Vegetarian Café in the riverside area. It has a high price range and an average customer rating. It is not children friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a family friendly pub located near the Rainbow Vegetarian Café.
name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is an Italian pub located in the city centre near Rainbow Vegetarian Café. It is not family-friendly and has a low customer rating.
name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a family-friendly pub that serves Italian food for less than £20. It is located in the city centre near Rainbow Vegetarian Café and has a low customer rating.
name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is an Italian pub located near Rainbow Vegetarian Café in the riverside area. It is not family-friendly and has a low customer rating.
name[The Vaults], eatType[pub], food[Italian], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a family friendly pub located near the Rainbow Vegetarian Café.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a moderately priced Italian pub located in the city centre near Rainbow Vegetarian Café. It is not kid friendly and has a customer rating of 1 out of 5.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a moderately priced, kid friendly Italian pub near Rainbow Vegetarian Café in the city centre. It has a customer rating of 1 out of 5.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a moderately priced Italian pub near Rainbow Vegetarian Café in the riverside area. It is not kid friendly and has a customer rating of 1 out of 5.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a family friendly pub located near the Rainbow Vegetarian Café.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a moderately priced Italian pub located in the city centre near Rainbow Vegetarian Café. It is not kid friendly and has a customer rating of 3 out of 5.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a moderately priced Italian pub in the city centre near Rainbow Vegetarian Café. It is kid friendly and has a customer rating of 3 out of 5.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a moderately priced Italian pub near Rainbow Vegetarian Café in the riverside area. It is not kid friendly and has a customer rating of 3 out of 5.
name[The Vaults], eatType[pub], food[Italian], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a family friendly pub located near the Rainbow Vegetarian Café.
name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is an Italian pub near Rainbow Vegetarian Café in the city centre. It has a high customer rating and a price range of more than £30. It is not children friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a children friendly Italian pub near Rainbow Vegetarian Café in the city centre. It has a high customer rating and a price range of more than £30.
name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is an Italian pub near Rainbow Vegetarian Café in the riverside area. It has a high customer rating and a price range of more than £30. It is not children friendly.
name[The Vaults], eatType[pub], food[Italian], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a family friendly pub located near the Rainbow Vegetarian Café.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a Japanese pub located in the city centre near Rainbow Vegetarian Café. It has a customer rating of 3 out of 5 and is not kid friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a pub located in the city centre near Rainbow Vegetarian Café. It serves Japanese food in the price range of £20-25. It has a customer rating of 3 out of 5 and is kid friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a Japanese pub near Rainbow Vegetarian Café in the riverside area. It has a customer rating of 3 out of 5 and is not kid friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a pub that provides Japanese food in the £20-25 price range. It is located in the riverside area near Rainbow Vegetarian Café. It is kids friendly and has a customer rating of 3 out of 5.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a Japanese pub located in the city centre near Rainbow Vegetarian Café. It is not kid friendly, has a high customer rating and a price range of £20-25.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]	The Vaults is a kid friendly Japanese pub in the city centre near Rainbow Vegetarian Café with a high customer rating and a price range of £20-25.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]	The Vaults is a Japanese pub near Rainbow Vegetarian Café in the riverside area. It is not kid friendly, has a high customer rating and a price range of £20-25.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a Japanese pub near Raja Indian Cuisine in the riverside area. It has a high customer rating, is not kid friendly, and has a price range of £20-25.
name[The Vaults], eatType[pub], food[Japanese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family-friendly pub located near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a cheap Japanese pub located in the city centre near Raja Indian Cuisine. It is not family-friendly and has a customer rating of 5 out of 5.
name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a cheap, family-friendly Japanese pub near Raja Indian Cuisine in the city centre with a customer rating of 5 out of 5.
name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a cheap Japanese pub near Raja Indian Cuisine in riverside. It is not family-friendly and has a customer rating of 5 out of 5.
name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a cheap, family friendly Japanese pub near Raja Indian Cuisine in the riverside area with a customer rating of 5 out of 5.
name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a Japanese pub located in the city centre near Raja Indian Cuisine. It has a high price range and a customer rating of 3 out of 5. It is not children friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a children friendly Japanese pub in the city centre near Raja Indian Cuisine. It has a high price range and a customer rating of 3 out of 5.
name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a Japanese pub near Raja Indian Cuisine in riverside. It has a high price range and a customer rating of 3 out of 5. It is not children friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family friendly pub located near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a Japanese pub located in the city centre near Raja Indian Cuisine. It has an average customer rating and is not family-friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family-friendly pub that serves Japanese food for less than £20. It is located in the city centre near Raja Indian Cuisine and has an average customer rating.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a Japanese pub near Raja Indian Cuisine in the riverside area. It has an average customer rating and is not family-friendly.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family friendly pub located near Raja Indian Cuisine.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a Japanese pub located in the city centre near Raja Indian Cuisine. It is not family-friendly and has a low customer rating.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family-friendly pub that serves Japanese food for less than £20. It is located in the city centre near Raja Indian Cuisine and has a low customer rating.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a Japanese pub near Raja Indian Cuisine in the riverside area. It is not family-friendly and has a low customer rating.
name[The Vaults], eatType[pub], food[Japanese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family friendly pub that serves Japanese food for less than £20. It is located near Raja Indian Cuisine in the riverside area and has a low customer rating.
name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a moderately priced Japanese pub located in the city centre near Raja Indian Cuisine. It is not kid friendly and has a customer rating of 1 out of 5.
name[The Vaults], eatType[pub], food[Japanese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a moderately priced, kid friendly pub that serves Japanese food. It is located in the city centre near Raja Indian Cuisine and has a customer rating of 1 out of 5.
name[The Vaults], eatType[restaurant], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a child friendly French restaurant in the riverside area near Raja Indian Cuisine. It has a high price range.
name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a French restaurant located in the city centre near Raja Indian Cuisine. It is not family-friendly and has a price range of less than £20.
name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family-friendly restaurant that serves French food for less than £20. It is located in the city centre near Raja Indian Cuisine.
name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a French restaurant near Raja Indian Cuisine in the riverside area. It is not family-friendly and has a price range of less than £20.
name[The Vaults], eatType[restaurant], food[French], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family friendly restaurant located near Raja Indian Cuisine.
name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a moderately priced French restaurant in the city centre near Raja Indian Cuisine. It is not kid friendly.
name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a kid friendly French restaurant in the city centre near Raja Indian Cuisine with a moderate price range.
name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a moderately priced French restaurant near Raja Indian Cuisine in riverside. It is not kid friendly.
name[The Vaults], eatType[restaurant], food[French], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a family friendly restaurant located near Raja Indian Cuisine.
name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a French restaurant located in the city centre near Raja Indian Cuisine. It is not child friendly and has a price range of more than £30.
name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a children friendly French restaurant with a price range of more than £30. It is located in the city centre near Raja Indian Cuisine.
name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a French restaurant located in riverside near Raja Indian Cuisine. It is not children friendly and has a price range of more than £30.
name[The Vaults], eatType[restaurant], food[French], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a children friendly French restaurant in the riverside area near Raja Indian Cuisine. It has a price range of more than £30.
name[The Vaults], eatType[restaurant], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a restaurant providing Indian food in the £20-25 price range. It is located in the riverside. It is near Raja Indian Cuisine.
name[The Vaults], eatType[restaurant], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a restaurant providing Indian food in the cheap price range. It is located in the riverside. It is near Raja Indian Cuisine.
name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Vaults is a restaurant that provides Indian food in the high price range. It is located in the city centre. It is near Raja Indian Cuisine.
name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Vaults is a restaurant providing Indian food in the high price range. It is located in the city centre. It is near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a pub that provides Indian food in the high price range. It is located in the city centre. It is near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a pub that provides Indian food in the high price range. It is located in the riverside. It is near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a pub that provides Indian food in the high price range. It is located in the riverside. It is near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a pub that provides Indian food in the less than £20 price range. It is located in the city centre. It is near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a pub that provides Indian food in the less than £20 price range. It is located in the city centre. It is near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a pub that provides Indian food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a pub that provides Indian food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a pub that provides Indian food in the moderate price range. It is located in the city centre. It is near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a pub that provides Indian food in the moderate price range. It is located in the city centre. It is near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a pub that provides Indian food in the moderate price range. It is located in the riverside. It is near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a pub providing Indian food in the moderate price range. It is located in the riverside. It is near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a pub that provides Indian food in the more than £30 price range. It is located in the riverside. It is near Raja Indian Cuisine.
name[The Waterman], eatType[pub], food[Italian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a kid friendly Italian pub in the riverside area near Raja Indian Cuisine with a price range of £20-25.
name[The Waterman], eatType[pub], food[Italian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a cheap, family friendly Italian pub near Raja Indian Cuisine in the riverside area.
name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a high priced Italian pub in the city centre near Raja Indian Cuisine. It is not child friendly.
name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Waterman is a children friendly Italian pub in the city centre near Raja Indian Cuisine with a high price range.
name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Waterman is a high priced Italian pub near Raja Indian Cuisine in riverside. It is not child friendly.
